Time,SimulationTime,AgentID,Mode,StayTime(min),DUtility,ONodeID,DNodeID,O_Lon,O_Lat,D_Lon,D_Lat,Purpose,LastTrip
1602165672000,50472,1,3,0,0,39154,43290,132.78286720,33.85278380,132.78476710,33.85304213,,1
1602165681000,50481,2,0,0,0,39154,43290,132.78286720,33.85278380,132.78476710,33.85304213,,1
