NodeID,UpLinkID,UpLaneID,DnLinkID,DnLaneID
37414,90426,-2,90424,2
37414,90426,-2,90424,-2
37415,90421,1,90472,1
37415,90421,1,90473,-1
37415,90421,1,90474,1
37415,90421,2,90472,2
37415,90421,2,90472,-2
37415,90421,-2,90472,2
37415,90421,-2,90472,-2
37415,90421,2,90473,2
37415,90421,2,90473,-2
37415,90421,-2,90473,2
37415,90421,-2,90473,-2
37415,90421,2,90474,2
37415,90421,2,90474,-2
37415,90421,-2,90474,2
37415,90421,-2,90474,-2
37415,90472,-1,90421,-1
37415,90472,-1,90473,-1
37415,90472,-1,90474,1
37415,90472,2,90421,2
37415,90472,2,90421,-2
37415,90472,-2,90421,2
37415,90472,-2,90421,-2
37415,90472,2,90473,2
37415,90472,2,90473,-2
37415,90472,-2,90473,2
37415,90472,-2,90473,-2
37415,90472,2,90474,2
37415,90472,2,90474,-2
37415,90472,-2,90474,2
37415,90472,-2,90474,-2
37415,90473,1,90421,-1
37415,90473,1,90472,1
37415,90473,1,90474,1
37415,90473,2,90421,2
37415,90473,2,90421,-2
37415,90473,-2,90421,2
37415,90473,-2,90421,-2
37415,90473,2,90472,2
37415,90473,2,90472,-2
37415,90473,-2,90472,2
37415,90473,-2,90472,-2
37415,90473,2,90474,2
37415,90473,2,90474,-2
37415,90473,-2,90474,2
37415,90473,-2,90474,-2
37415,90474,-1,90421,-1
37415,90474,-1,90472,1
37415,90474,-1,90473,-1
37415,90474,2,90421,2
37415,90474,2,90421,-2
37415,90474,-2,90421,2
37415,90474,-2,90421,-2
37415,90474,2,90472,2
37415,90474,2,90472,-2
37415,90474,-2,90472,2
37415,90474,-2,90472,-2
37415,90474,2,90473,2
37415,90474,2,90473,-2
37415,90474,-2,90473,2
37415,90474,-2,90473,-2
37416,90424,1,90486,-1
37416,90424,1,94439,1
37416,90424,2,90486,2
37416,90424,2,90486,-2
37416,90424,-2,90486,2
37416,90424,-2,90486,-2
37416,90424,2,94439,2
37416,90424,2,94439,-2
37416,90424,-2,94439,2
37416,90424,-2,94439,-2
37416,90486,1,90424,-1
37416,90486,1,94439,1
37416,90486,2,90424,2
37416,90486,2,90424,-2
37416,90486,-2,90424,2
37416,90486,-2,90424,-2
37416,90486,2,94439,2
37416,90486,2,94439,-2
37416,90486,-2,94439,2
37416,90486,-2,94439,-2
37416,94439,-1,90424,-1
37416,94439,-1,90486,-1
37416,94439,2,90424,2
37416,94439,2,90424,-2
37416,94439,-2,90424,2
37416,94439,-2,90424,-2
37416,94439,2,90486,2
37416,94439,2,90486,-2
37416,94439,-2,90486,2
37416,94439,-2,90486,-2
37417,90426,1,94326,1
37417,90426,2,94326,2
37417,90426,2,94326,-2
37417,90426,-2,94326,2
37417,90426,-2,94326,-2
37417,94326,-1,90426,-1
37417,94326,2,90426,2
37417,94326,2,90426,-2
37417,94326,-2,90426,2
37417,94326,-2,90426,-2
37418,90428,-1,90430,1
37418,90428,-1,90432,1
37418,90428,-1,90434,1
37418,90428,2,90430,2
37418,90428,2,90430,-2
37418,90428,-2,90430,2
37418,90428,-2,90430,-2
37418,90428,2,90432,2
37418,90428,2,90432,-2
37418,90428,-2,90432,2
37418,90428,-2,90432,-2
37418,90428,2,90434,2
37418,90428,2,90434,-2
37418,90428,-2,90434,2
37418,90428,-2,90434,-2
37418,90430,-1,90428,1
37418,90430,-1,90432,1
37418,90430,-1,90434,1
37418,90430,2,90428,2
37418,90430,2,90428,-2
37418,90430,-2,90428,2
37418,90430,-2,90428,-2
37418,90430,2,90432,2
37418,90430,2,90432,-2
37418,90430,-2,90432,2
37418,90430,-2,90432,-2
37418,90430,2,90434,2
37418,90430,2,90434,-2
37418,90430,-2,90434,2
37418,90430,-2,90434,-2
37418,90432,-1,90428,1
37418,90432,-1,90430,1
37418,90432,-1,90434,1
37418,90432,2,90428,2
37418,90432,2,90428,-2
37418,90432,-2,90428,2
37418,90432,-2,90428,-2
37418,90432,2,90430,2
37418,90432,2,90430,-2
37418,90432,-2,90430,2
37418,90432,-2,90430,-2
37418,90432,2,90434,2
37418,90432,2,90434,-2
37418,90432,-2,90434,2
37418,90432,-2,90434,-2
37418,90434,-1,90428,1
37418,90434,-1,90430,1
37418,90434,-1,90432,1
37418,90434,2,90428,2
37418,90434,2,90428,-2
37418,90434,-2,90428,2
37418,90434,-2,90428,-2
37418,90434,2,90430,2
37418,90434,2,90430,-2
37418,90434,-2,90430,2
37418,90434,-2,90430,-2
37418,90434,2,90432,2
37418,90434,2,90432,-2
37418,90434,-2,90432,2
37418,90434,-2,90432,-2
37419,90428,1,90462,1
37419,90428,1,90464,1
37419,90428,1,90466,1
37419,90428,2,90462,2
37419,90428,2,90462,-2
37419,90428,-2,90462,2
37419,90428,-2,90462,-2
37419,90428,2,90464,2
37419,90428,2,90464,-2
37419,90428,-2,90464,2
37419,90428,-2,90464,-2
37419,90428,2,90466,2
37419,90428,2,90466,-2
37419,90428,-2,90466,2
37419,90428,-2,90466,-2
37419,90462,-1,90428,-1
37419,90462,-1,90464,1
37419,90462,-1,90466,1
37419,90462,2,90428,2
37419,90462,2,90428,-2
37419,90462,-2,90428,2
37419,90462,-2,90428,-2
37419,90462,2,90464,2
37419,90462,2,90464,-2
37419,90462,-2,90464,2
37419,90462,-2,90464,-2
37419,90462,2,90466,2
37419,90462,2,90466,-2
37419,90462,-2,90466,2
37419,90462,-2,90466,-2
37419,90464,-1,90428,-1
37419,90464,-1,90462,1
37419,90464,-1,90466,1
37419,90464,2,90428,2
37419,90464,2,90428,-2
37419,90464,-2,90428,2
37419,90464,-2,90428,-2
37419,90464,2,90462,2
37419,90464,2,90462,-2
37419,90464,-2,90462,2
37419,90464,-2,90462,-2
37419,90464,2,90466,2
37419,90464,2,90466,-2
37419,90464,-2,90466,2
37419,90464,-2,90466,-2
37419,90466,-1,90428,-1
37419,90466,-1,90462,1
37419,90466,-1,90464,1
37419,90466,2,90428,2
37419,90466,2,90428,-2
37419,90466,-2,90428,2
37419,90466,-2,90428,-2
37419,90466,2,90462,2
37419,90466,2,90462,-2
37419,90466,-2,90462,2
37419,90466,-2,90462,-2
37419,90466,2,90464,2
37419,90466,2,90464,-2
37419,90466,-2,90464,2
37419,90466,-2,90464,-2
37420,90430,1,94221,1
37420,90430,1,94223,1
37420,90430,1,94225,1
37420,90430,2,94221,2
37420,90430,2,94221,-2
37420,90430,-2,94221,2
37420,90430,-2,94221,-2
37420,90430,2,94223,2
37420,90430,2,94223,-2
37420,90430,-2,94223,2
37420,90430,-2,94223,-2
37420,90430,2,94225,2
37420,90430,2,94225,-2
37420,90430,-2,94225,2
37420,90430,-2,94225,-2
37420,94221,-1,90430,-1
37420,94221,-1,94223,1
37420,94221,-1,94225,1
37420,94221,2,90430,2
37420,94221,2,90430,-2
37420,94221,-2,90430,2
37420,94221,-2,90430,-2
37420,94221,2,94223,2
37420,94221,2,94223,-2
37420,94221,-2,94223,2
37420,94221,-2,94223,-2
37420,94221,2,94225,2
37420,94221,2,94225,-2
37420,94221,-2,94225,2
37420,94221,-2,94225,-2
37420,94223,-1,90430,-1
37420,94223,-1,94221,1
37420,94223,-1,94225,1
37420,94223,2,90430,2
37420,94223,2,90430,-2
37420,94223,-2,90430,2
37420,94223,-2,90430,-2
37420,94223,2,94221,2
37420,94223,2,94221,-2
37420,94223,-2,94221,2
37420,94223,-2,94221,-2
37420,94223,2,94225,2
37420,94223,2,94225,-2
37420,94223,-2,94225,2
37420,94223,-2,94225,-2
37420,94225,-1,90430,-1
37420,94225,-1,94221,1
37420,94225,-1,94223,1
37420,94225,2,90430,2
37420,94225,2,90430,-2
37420,94225,-2,90430,2
37420,94225,-2,90430,-2
37420,94225,2,94221,2
37420,94225,2,94221,-2
37420,94225,-2,94221,2
37420,94225,-2,94221,-2
37420,94225,2,94223,2
37420,94225,2,94223,-2
37420,94225,-2,94223,2
37420,94225,-2,94223,-2
37421,90432,1,94197,-1
37421,90432,1,94249,1
37421,90432,2,94197,2
37421,90432,2,94197,-2
37421,90432,-2,94197,2
37421,90432,-2,94197,-2
37421,90432,2,94249,2
37421,90432,2,94249,-2
37421,90432,-2,94249,2
37421,90432,-2,94249,-2
37421,94197,1,90432,-1
37421,94197,1,94249,1
37421,94197,2,90432,2
37421,94197,2,90432,-2
37421,94197,-2,90432,2
37421,94197,-2,90432,-2
37421,94197,2,94249,2
37421,94197,2,94249,-2
37421,94197,-2,94249,2
37421,94197,-2,94249,-2
37421,94249,-1,90432,-1
37421,94249,-1,94197,-1
37421,94249,2,90432,2
37421,94249,2,90432,-2
37421,94249,-2,90432,2
37421,94249,-2,90432,-2
37421,94249,2,94197,2
37421,94249,2,94197,-2
37421,94249,-2,94197,2
37421,94249,-2,94197,-2
37422,90434,1,94231,-1
37422,90434,2,94231,2
37422,90434,2,94231,-2
37422,90434,-2,94231,2
37422,90434,-2,94231,-2
37422,94231,1,90434,-1
37422,94231,2,90434,2
37422,94231,2,90434,-2
37422,94231,-2,90434,2
37422,94231,-2,90434,-2
37423,90438,1,94797,-1
37423,90438,2,94797,2
37423,90438,2,94797,-2
37423,90438,-2,94797,2
37423,90438,-2,94797,-2
37423,94797,1,90438,-1
37423,94797,2,90438,2
37423,94797,2,90438,-2
37423,94797,-2,90438,2
37423,94797,-2,90438,-2
37424,90440,1,94414,1
37424,90440,1,94416,1
37424,90440,2,94414,2
37424,90440,2,94414,-2
37424,90440,-2,94414,2
37424,90440,-2,94414,-2
37424,90440,2,94416,2
37424,90440,2,94416,-2
37424,90440,-2,94416,2
37424,90440,-2,94416,-2
37424,94414,-1,90440,-1
37424,94414,-1,94416,1
37424,94414,2,90440,2
37424,94414,2,90440,-2
37424,94414,-2,90440,2
37424,94414,-2,90440,-2
37424,94414,2,94416,2
37424,94414,2,94416,-2
37424,94414,-2,94416,2
37424,94414,-2,94416,-2
37424,94416,-1,90440,-1
37424,94416,-1,94414,1
37424,94416,2,90440,2
37424,94416,2,90440,-2
37424,94416,-2,90440,2
37424,94416,-2,90440,-2
37424,94416,2,94414,2
37424,94416,2,94414,-2
37424,94416,-2,94414,2
37424,94416,-2,94414,-2
37425,90442,1,106622,-1
37425,90442,1,107080,1
37425,90442,2,106622,2
37425,90442,2,106622,-2
37425,90442,-2,106622,2
37425,90442,-2,106622,-2
37425,90442,2,107080,2
37425,90442,2,107080,-2
37425,90442,-2,107080,2
37425,90442,-2,107080,-2
37425,106622,1,90442,-1
37425,106622,1,107080,1
37425,106622,2,90442,2
37425,106622,2,90442,-2
37425,106622,-2,90442,2
37425,106622,-2,90442,-2
37425,106622,2,107080,2
37425,106622,2,107080,-2
37425,106622,-2,107080,2
37425,106622,-2,107080,-2
37425,107080,-1,90442,-1
37425,107080,-1,106622,-1
37425,107080,2,90442,2
37425,107080,2,90442,-2
37425,107080,-2,90442,2
37425,107080,-2,90442,-2
37425,107080,2,106622,2
37425,107080,2,106622,-2
37425,107080,-2,106622,2
37425,107080,-2,106622,-2
37426,90444,1,94223,-1
37426,90444,2,94223,2
37426,90444,2,94223,-2
37426,90444,-2,94223,2
37426,90444,-2,94223,-2
37426,94223,1,90444,-1
37426,94223,2,90444,2
37426,94223,2,90444,-2
37426,94223,-2,90444,2
37426,94223,-2,90444,-2
37427,90446,1,94408,1
37427,90446,1,94410,1
37427,90446,1,94412,1
37427,90446,2,94408,2
37427,90446,2,94408,-2
37427,90446,-2,94408,2
37427,90446,-2,94408,-2
37427,90446,2,94410,2
37427,90446,2,94410,-2
37427,90446,-2,94410,2
37427,90446,-2,94410,-2
37427,90446,2,94412,2
37427,90446,2,94412,-2
37427,90446,-2,94412,2
37427,90446,-2,94412,-2
37427,94408,-1,90446,-1
37427,94408,-1,94410,1
37427,94408,-1,94412,1
37427,94408,2,90446,2
37427,94408,2,90446,-2
37427,94408,-2,90446,2
37427,94408,-2,90446,-2
37427,94408,2,94410,2
37427,94408,2,94410,-2
37427,94408,-2,94410,2
37427,94408,-2,94410,-2
37427,94408,2,94412,2
37427,94408,2,94412,-2
37427,94408,-2,94412,2
37427,94408,-2,94412,-2
37427,94410,-1,90446,-1
37427,94410,-1,94408,1
37427,94410,-1,94412,1
37427,94410,2,90446,2
37427,94410,2,90446,-2
37427,94410,-2,90446,2
37427,94410,-2,90446,-2
37427,94410,2,94408,2
37427,94410,2,94408,-2
37427,94410,-2,94408,2
37427,94410,-2,94408,-2
37427,94410,2,94412,2
37427,94410,2,94412,-2
37427,94410,-2,94412,2
37427,94410,-2,94412,-2
37427,94412,-1,90446,-1
37427,94412,-1,94408,1
37427,94412,-1,94410,1
37427,94412,2,90446,2
37427,94412,2,90446,-2
37427,94412,-2,90446,2
37427,94412,-2,90446,-2
37427,94412,2,94408,2
37427,94412,2,94408,-2
37427,94412,-2,94408,2
37427,94412,-2,94408,-2
37427,94412,2,94410,2
37427,94412,2,94410,-2
37427,94412,-2,94410,2
37427,94412,-2,94410,-2
37428,90448,1,94311,-1
37428,90448,1,94441,1
37428,90448,2,94311,2
37428,90448,2,94311,-2
37428,90448,-2,94311,2
37428,90448,-2,94311,-2
37428,90448,2,94441,2
37428,90448,2,94441,-2
37428,90448,-2,94441,2
37428,90448,-2,94441,-2
37428,94311,1,90448,-1
37428,94311,1,94441,1
37428,94311,2,90448,2
37428,94311,2,90448,-2
37428,94311,-2,90448,2
37428,94311,-2,90448,-2
37428,94311,2,94441,2
37428,94311,2,94441,-2
37428,94311,-2,94441,2
37428,94311,-2,94441,-2
37428,94441,-1,90448,-1
37428,94441,-1,94311,-1
37428,94441,2,90448,2
37428,94441,2,90448,-2
37428,94441,-2,90448,2
37428,94441,-2,90448,-2
37428,94441,2,94311,2
37428,94441,2,94311,-2
37428,94441,-2,94311,2
37428,94441,-2,94311,-2
37429,90450,1,94244,1
37429,90450,1,94354,1
37429,90450,2,94244,2
37429,90450,2,94244,-2
37429,90450,-2,94244,2
37429,90450,-2,94244,-2
37429,90450,2,94354,2
37429,90450,2,94354,-2
37429,90450,-2,94354,2
37429,90450,-2,94354,-2
37429,94244,-1,90450,-1
37429,94244,-1,94354,1
37429,94244,2,90450,2
37429,94244,2,90450,-2
37429,94244,-2,90450,2
37429,94244,-2,90450,-2
37429,94244,2,94354,2
37429,94244,2,94354,-2
37429,94244,-2,94354,2
37429,94244,-2,94354,-2
37429,94354,-1,90450,-1
37429,94354,-1,94244,1
37429,94354,2,90450,2
37429,94354,2,90450,-2
37429,94354,-2,90450,2
37429,94354,-2,90450,-2
37429,94354,2,94244,2
37429,94354,2,94244,-2
37429,94354,-2,94244,2
37429,94354,-2,94244,-2
37430,90451,1,104479,-1
37430,90451,1,104978,1
37430,90451,2,104479,2
37430,90451,2,104479,-2
37430,90451,-2,104479,2
37430,90451,-2,104479,-2
37430,90451,2,104978,2
37430,90451,2,104978,-2
37430,90451,-2,104978,2
37430,90451,-2,104978,-2
37430,104479,1,90451,-1
37430,104479,1,104978,1
37430,104479,2,90451,2
37430,104479,2,90451,-2
37430,104479,-2,90451,2
37430,104479,-2,90451,-2
37430,104479,2,104978,2
37430,104479,2,104978,-2
37430,104479,-2,104978,2
37430,104479,-2,104978,-2
37430,104978,-1,90451,-1
37430,104978,-1,104479,-1
37430,104978,2,90451,2
37430,104978,2,90451,-2
37430,104978,-2,90451,2
37430,104978,-2,90451,-2
37430,104978,2,104479,2
37430,104978,2,104479,-2
37430,104978,-2,104479,2
37430,104978,-2,104479,-2
37432,90453,1,94257,-1
37432,90453,1,94291,1
37432,90453,1,94301,1
37432,90453,2,94257,2
37432,90453,2,94257,-2
37432,90453,-2,94257,2
37432,90453,-2,94257,-2
37432,90453,2,94291,2
37432,90453,2,94291,-2
37432,90453,-2,94291,2
37432,90453,-2,94291,-2
37432,90453,2,94301,2
37432,90453,2,94301,-2
37432,90453,-2,94301,2
37432,90453,-2,94301,-2
37432,94257,1,90453,-1
37432,94257,1,94291,1
37432,94257,1,94301,1
37432,94257,2,90453,2
37432,94257,2,90453,-2
37432,94257,-2,90453,2
37432,94257,-2,90453,-2
37432,94257,2,94291,2
37432,94257,2,94291,-2
37432,94257,-2,94291,2
37432,94257,-2,94291,-2
37432,94257,2,94301,2
37432,94257,2,94301,-2
37432,94257,-2,94301,2
37432,94257,-2,94301,-2
37432,94291,-1,90453,-1
37432,94291,-1,94257,-1
37432,94291,-1,94301,1
37432,94291,2,90453,2
37432,94291,2,90453,-2
37432,94291,-2,90453,2
37432,94291,-2,90453,-2
37432,94291,2,94257,2
37432,94291,2,94257,-2
37432,94291,-2,94257,2
37432,94291,-2,94257,-2
37432,94291,2,94301,2
37432,94291,2,94301,-2
37432,94291,-2,94301,2
37432,94291,-2,94301,-2
37432,94301,-1,90453,-1
37432,94301,-1,94257,-1
37432,94301,-1,94291,1
37432,94301,2,90453,2
37432,94301,2,90453,-2
37432,94301,-2,90453,2
37432,94301,-2,90453,-2
37432,94301,2,94257,2
37432,94301,2,94257,-2
37432,94301,-2,94257,2
37432,94301,-2,94257,-2
37432,94301,2,94291,2
37432,94301,2,94291,-2
37432,94301,-2,94291,2
37432,94301,-2,94291,-2
37433,90454,1,94251,-1
37433,90454,1,94399,1
37433,90454,2,94251,2
37433,90454,2,94251,-2
37433,90454,-2,94251,2
37433,90454,-2,94251,-2
37433,90454,2,94399,2
37433,90454,2,94399,-2
37433,90454,-2,94399,2
37433,90454,-2,94399,-2
37433,94251,1,90454,-1
37433,94251,1,94399,1
37433,94251,2,90454,2
37433,94251,2,90454,-2
37433,94251,-2,90454,2
37433,94251,-2,90454,-2
37433,94251,2,94399,2
37433,94251,2,94399,-2
37433,94251,-2,94399,2
37433,94251,-2,94399,-2
37433,94399,-1,90454,-1
37433,94399,-1,94251,-1
37433,94399,2,90454,2
37433,94399,2,90454,-2
37433,94399,-2,90454,2
37433,94399,-2,90454,-2
37433,94399,2,94251,2
37433,94399,2,94251,-2
37433,94399,-2,94251,2
37433,94399,-2,94251,-2
37434,90456,-1,90458,1
37434,90456,-1,90460,1
37434,90456,2,90458,2
37434,90456,2,90458,-2
37434,90456,-2,90458,2
37434,90456,-2,90458,-2
37434,90456,2,90460,2
37434,90456,2,90460,-2
37434,90456,-2,90460,2
37434,90456,-2,90460,-2
37434,90458,-1,90456,1
37434,90458,-1,90460,1
37434,90458,2,90456,2
37434,90458,2,90456,-2
37434,90458,-2,90456,2
37434,90458,-2,90456,-2
37434,90458,2,90460,2
37434,90458,2,90460,-2
37434,90458,-2,90460,2
37434,90458,-2,90460,-2
37434,90460,-1,90456,1
37434,90460,-1,90458,1
37434,90460,2,90456,2
37434,90460,2,90456,-2
37434,90460,-2,90456,2
37434,90460,-2,90456,-2
37434,90460,2,90458,2
37434,90460,2,90458,-2
37434,90460,-2,90458,2
37434,90460,-2,90458,-2
37435,90460,1,94331,-1
37435,90460,1,94434,1
37435,90460,2,94331,2
37435,90460,2,94331,-2
37435,90460,-2,94331,2
37435,90460,-2,94331,-2
37435,90460,2,94434,2
37435,90460,2,94434,-2
37435,90460,-2,94434,2
37435,90460,-2,94434,-2
37435,94331,1,90460,-1
37435,94331,1,94434,1
37435,94331,2,90460,2
37435,94331,2,90460,-2
37435,94331,-2,90460,2
37435,94331,-2,90460,-2
37435,94331,2,94434,2
37435,94331,2,94434,-2
37435,94331,-2,94434,2
37435,94331,-2,94434,-2
37435,94434,-1,90460,-1
37435,94434,-1,94331,-1
37435,94434,2,90460,2
37435,94434,2,90460,-2
37435,94434,-2,90460,2
37435,94434,-2,90460,-2
37435,94434,2,94331,2
37435,94434,2,94331,-2
37435,94434,-2,94331,2
37435,94434,-2,94331,-2
37436,90462,1,90488,1
37436,90462,1,90490,1
37436,90462,1,90492,1
37436,90462,2,90488,2
37436,90462,2,90488,-2
37436,90462,-2,90488,2
37436,90462,-2,90488,-2
37436,90462,2,90490,2
37436,90462,2,90490,-2
37436,90462,-2,90490,2
37436,90462,-2,90490,-2
37436,90462,2,90492,2
37436,90462,2,90492,-2
37436,90462,-2,90492,2
37436,90462,-2,90492,-2
37436,90488,-1,90462,-1
37436,90488,-1,90490,1
37436,90488,-1,90492,1
37436,90488,2,90462,2
37436,90488,2,90462,-2
37436,90488,-2,90462,2
37436,90488,-2,90462,-2
37436,90488,2,90490,2
37436,90488,2,90490,-2
37436,90488,-2,90490,2
37436,90488,-2,90490,-2
37436,90488,2,90492,2
37436,90488,2,90492,-2
37436,90488,-2,90492,2
37436,90488,-2,90492,-2
37436,90490,-1,90462,-1
37436,90490,-1,90488,1
37436,90490,-1,90492,1
37436,90490,2,90462,2
37436,90490,2,90462,-2
37436,90490,-2,90462,2
37436,90490,-2,90462,-2
37436,90490,2,90488,2
37436,90490,2,90488,-2
37436,90490,-2,90488,2
37436,90490,-2,90488,-2
37436,90490,2,90492,2
37436,90490,2,90492,-2
37436,90490,-2,90492,2
37436,90490,-2,90492,-2
37436,90492,-1,90462,-1
37436,90492,-1,90488,1
37436,90492,-1,90490,1
37436,90492,2,90462,2
37436,90492,2,90462,-2
37436,90492,-2,90462,2
37436,90492,-2,90462,-2
37436,90492,2,90488,2
37436,90492,2,90488,-2
37436,90492,-2,90488,2
37436,90492,-2,90488,-2
37436,90492,2,90490,2
37436,90492,2,90490,-2
37436,90492,-2,90490,2
37436,90492,-2,90490,-2
37437,90464,1,94183,-1
37437,90464,2,94183,2
37437,90464,2,94183,-2
37437,90464,-2,94183,2
37437,90464,-2,94183,-2
37437,94183,1,90464,-1
37437,94183,2,90464,2
37437,94183,2,90464,-2
37437,94183,-2,90464,2
37437,94183,-2,90464,-2
37438,90468,1,94372,1
37438,90468,2,94372,2
37438,90468,2,94372,-2
37438,90468,-2,94372,2
37438,90468,-2,94372,-2
37438,94372,-1,90468,-1
37438,94372,2,90468,2
37438,94372,2,90468,-2
37438,94372,-2,90468,2
37438,94372,-2,90468,-2
37439,90470,1,94266,1
37439,90470,1,94305,-1
37439,90470,2,94266,2
37439,90470,2,94266,-2
37439,90470,-2,94266,2
37439,90470,-2,94266,-2
37439,90470,2,94305,2
37439,90470,2,94305,-2
37439,90470,-2,94305,2
37439,90470,-2,94305,-2
37439,94266,-1,90470,-1
37439,94266,-1,94305,-1
37439,94266,2,90470,2
37439,94266,2,90470,-2
37439,94266,-2,90470,2
37439,94266,-2,90470,-2
37439,94266,2,94305,2
37439,94266,2,94305,-2
37439,94266,-2,94305,2
37439,94266,-2,94305,-2
37439,94305,1,90470,-1
37439,94305,1,94266,1
37439,94305,2,90470,2
37439,94305,2,90470,-2
37439,94305,-2,90470,2
37439,94305,-2,90470,-2
37439,94305,2,94266,2
37439,94305,2,94266,-2
37439,94305,-2,94266,2
37439,94305,-2,94266,-2
37440,90472,1,94269,1
37440,90472,1,94329,-1
37440,90472,1,94339,1
37440,90472,2,94269,2
37440,90472,2,94269,-2
37440,90472,-2,94269,2
37440,90472,-2,94269,-2
37440,90472,2,94329,2
37440,90472,2,94329,-2
37440,90472,-2,94329,2
37440,90472,-2,94329,-2
37440,90472,2,94339,2
37440,90472,2,94339,-2
37440,90472,-2,94339,2
37440,90472,-2,94339,-2
37440,94269,-1,90472,-1
37440,94269,-1,94329,-1
37440,94269,-1,94339,1
37440,94269,2,90472,2
37440,94269,2,90472,-2
37440,94269,-2,90472,2
37440,94269,-2,90472,-2
37440,94269,2,94329,2
37440,94269,2,94329,-2
37440,94269,-2,94329,2
37440,94269,-2,94329,-2
37440,94269,2,94339,2
37440,94269,2,94339,-2
37440,94269,-2,94339,2
37440,94269,-2,94339,-2
37440,94329,1,90472,-1
37440,94329,1,94269,1
37440,94329,1,94339,1
37440,94329,2,90472,2
37440,94329,2,90472,-2
37440,94329,-2,90472,2
37440,94329,-2,90472,-2
37440,94329,2,94269,2
37440,94329,2,94269,-2
37440,94329,-2,94269,2
37440,94329,-2,94269,-2
37440,94329,2,94339,2
37440,94329,2,94339,-2
37440,94329,-2,94339,2
37440,94329,-2,94339,-2
37440,94339,-1,90472,-1
37440,94339,-1,94269,1
37440,94339,-1,94329,-1
37440,94339,2,90472,2
37440,94339,2,90472,-2
37440,94339,-2,90472,2
37440,94339,-2,90472,-2
37440,94339,2,94269,2
37440,94339,2,94269,-2
37440,94339,-2,94269,2
37440,94339,-2,94269,-2
37440,94339,2,94329,2
37440,94339,2,94329,-2
37440,94339,-2,94329,2
37440,94339,-2,94329,-2
37441,90473,-1,94438,-1
37441,90473,2,94438,2
37441,90473,2,94438,-2
37441,90473,-2,94438,2
37441,90473,-2,94438,-2
37441,94438,1,90473,1
37441,94438,2,90473,2
37441,94438,2,90473,-2
37441,94438,-2,90473,2
37441,94438,-2,90473,-2
37442,90474,1,104912,1
37442,90474,1,104914,1
37442,90474,2,104912,2
37442,90474,2,104912,-2
37442,90474,-2,104912,2
37442,90474,-2,104912,-2
37442,90474,2,104914,2
37442,90474,2,104914,-2
37442,90474,-2,104914,2
37442,90474,-2,104914,-2
37442,104912,-1,90474,-1
37442,104912,-1,104914,1
37442,104912,2,90474,2
37442,104912,2,90474,-2
37442,104912,-2,90474,2
37442,104912,-2,90474,-2
37442,104912,2,104914,2
37442,104912,2,104914,-2
37442,104912,-2,104914,2
37442,104912,-2,104914,-2
37442,104914,-1,90474,-1
37442,104914,-1,104912,1
37442,104914,2,90474,2
37442,104914,2,90474,-2
37442,104914,-2,90474,2
37442,104914,-2,90474,-2
37442,104914,2,104912,2
37442,104914,2,104912,-2
37442,104914,-2,104912,2
37442,104914,-2,104912,-2
37443,90476,1,94422,-1
37443,90476,1,104876,1
37443,90476,2,94422,2
37443,90476,2,94422,-2
37443,90476,-2,94422,2
37443,90476,-2,94422,-2
37443,90476,2,104876,2
37443,90476,2,104876,-2
37443,90476,-2,104876,2
37443,90476,-2,104876,-2
37443,94422,1,90476,-1
37443,94422,1,104876,1
37443,94422,2,90476,2
37443,94422,2,90476,-2
37443,94422,-2,90476,2
37443,94422,-2,90476,-2
37443,94422,2,104876,2
37443,94422,2,104876,-2
37443,94422,-2,104876,2
37443,94422,-2,104876,-2
37443,104876,-1,90476,-1
37443,104876,-1,94422,-1
37443,104876,2,90476,2
37443,104876,2,90476,-2
37443,104876,-2,90476,2
37443,104876,-2,90476,-2
37443,104876,2,94422,2
37443,104876,2,94422,-2
37443,104876,-2,94422,2
37443,104876,-2,94422,-2
37444,90478,1,104878,1
37444,90478,2,104878,2
37444,90478,2,104878,-2
37444,90478,-2,104878,2
37444,90478,-2,104878,-2
37444,104878,-1,90478,-1
37444,104878,2,90478,2
37444,104878,2,90478,-2
37444,104878,-2,90478,2
37444,104878,-2,90478,-2
37445,90480,1,104846,-1
37445,90480,2,104846,2
37445,90480,2,104846,-2
37445,90480,-2,104846,2
37445,90480,-2,104846,-2
37445,104846,1,90480,-1
37445,104846,2,90480,2
37445,104846,2,90480,-2
37445,104846,-2,90480,2
37445,104846,-2,90480,-2
37446,90482,-1,90484,1
37446,90482,-1,90486,1
37446,90482,2,90484,2
37446,90482,2,90484,-2
37446,90482,-2,90484,2
37446,90482,-2,90484,-2
37446,90482,2,90486,2
37446,90482,2,90486,-2
37446,90482,-2,90486,2
37446,90482,-2,90486,-2
37446,90484,-1,90482,1
37446,90484,-1,90486,1
37446,90484,2,90482,2
37446,90484,2,90482,-2
37446,90484,-2,90482,2
37446,90484,-2,90482,-2
37446,90484,2,90486,2
37446,90484,2,90486,-2
37446,90484,-2,90486,2
37446,90484,-2,90486,-2
37446,90486,-1,90482,1
37446,90486,-1,90484,1
37446,90486,2,90482,2
37446,90486,2,90482,-2
37446,90486,-2,90482,2
37446,90486,-2,90482,-2
37446,90486,2,90484,2
37446,90486,2,90484,-2
37446,90486,-2,90484,2
37446,90486,-2,90484,-2
37447,90484,1,94297,-1
37447,90484,2,94297,2
37447,90484,2,94297,-2
37447,90484,-2,94297,2
37447,90484,-2,94297,-2
