NodeID,UpLinkID,UpLaneID,DnLinkID,DnLaneID
37212,90111,-1,90109,1
37212,90111,2,90105,2
37212,90111,2,90105,-2
37212,90111,-2,90105,2
37212,90111,-2,90105,-2
37212,90111,2,90109,2
37212,90111,2,90109,-2
37212,90111,-2,90109,2
37212,90111,-2,90109,-2
37213,90105,1,93479,1
37213,90105,2,93479,2
37213,90105,2,93479,-2
37213,90105,-2,93479,2
37213,90105,-2,93479,-2
37213,93479,-1,90105,-1
37213,93479,2,90105,2
37213,93479,2,90105,-2
37213,93479,-2,90105,2
37213,93479,-2,90105,-2
37215,90109,1,93564,-1
37215,90109,2,93564,2
37215,90109,2,93564,-2
37215,90109,-2,93564,2
37215,90109,-2,93564,-2
37215,93564,1,90109,-1
37215,93564,2,90109,2
37215,93564,2,90109,-2
37215,93564,-2,90109,2
37215,93564,-2,90109,-2
37216,90111,1,103016,-1
37216,90111,1,103218,-1
37216,90111,2,103016,2
37216,90111,2,103016,-2
37216,90111,-2,103016,2
37216,90111,-2,103016,-2
37216,90111,2,103218,2
37216,90111,2,103218,-2
37216,90111,-2,103218,2
37216,90111,-2,103218,-2
37216,103016,1,90111,-1
37216,103016,1,103218,-1
37216,103016,2,90111,2
37216,103016,2,90111,-2
37216,103016,-2,90111,2
37216,103016,-2,90111,-2
37216,103016,2,103218,2
37216,103016,2,103218,-2
37216,103016,-2,103218,2
37216,103016,-2,103218,-2
37216,103218,1,90111,-1
37216,103218,1,103016,-1
37216,103218,2,90111,2
37216,103218,2,90111,-2
37216,103218,-2,90111,2
37216,103218,-2,90111,-2
37216,103218,2,103016,2
37216,103218,2,103016,-2
37216,103218,-2,103016,2
37216,103218,-2,103016,-2
37217,90113,-1,90115,1
37217,90113,-1,90117,1
37217,90113,-1,90119,1
37217,90113,2,90115,2
37217,90113,2,90115,-2
37217,90113,-2,90115,2
37217,90113,-2,90115,-2
37217,90113,2,90117,2
37217,90113,2,90117,-2
37217,90113,-2,90117,2
37217,90113,-2,90117,-2
37217,90113,2,90119,2
37217,90113,2,90119,-2
37217,90113,-2,90119,2
37217,90113,-2,90119,-2
37217,90115,-1,90113,1
37217,90115,-1,90117,1
37217,90115,-1,90119,1
37217,90115,2,90113,2
37217,90115,2,90113,-2
37217,90115,-2,90113,2
37217,90115,-2,90113,-2
37217,90115,2,90117,2
37217,90115,2,90117,-2
37217,90115,-2,90117,2
37217,90115,-2,90117,-2
37217,90115,2,90119,2
37217,90115,2,90119,-2
37217,90115,-2,90119,2
37217,90115,-2,90119,-2
37217,90117,-1,90113,1
37217,90117,-1,90115,1
37217,90117,-1,90119,1
37217,90117,2,90113,2
37217,90117,2,90113,-2
37217,90117,-2,90113,2
37217,90117,-2,90113,-2
37217,90117,2,90115,2
37217,90117,2,90115,-2
37217,90117,-2,90115,2
37217,90117,-2,90115,-2
37217,90117,2,90119,2
37217,90117,2,90119,-2
37217,90117,-2,90119,2
37217,90117,-2,90119,-2
37217,90119,-1,90113,1
37217,90119,-1,90115,1
37217,90119,-1,90117,1
37217,90119,2,90113,2
37217,90119,2,90113,-2
37217,90119,-2,90113,2
37217,90119,-2,90113,-2
37217,90119,2,90115,2
37217,90119,2,90115,-2
37217,90119,-2,90115,2
37217,90119,-2,90115,-2
37217,90119,2,90117,2
37217,90119,2,90117,-2
37217,90119,-2,90117,2
37217,90119,-2,90117,-2
37219,90115,1,93603,1
37219,90115,1,93605,1
37219,90115,2,93603,2
37219,90115,2,93603,-2
37219,90115,-2,93603,2
37219,90115,-2,93603,-2
37219,90115,2,93605,2
37219,90115,2,93605,-2
37219,90115,-2,93605,2
37219,90115,-2,93605,-2
37219,93603,-1,90115,-1
37219,93603,-1,93605,1
37219,93603,2,90115,2
37219,93603,2,90115,-2
37219,93603,-2,90115,2
37219,93603,-2,90115,-2
37219,93603,2,93605,2
37219,93603,2,93605,-2
37219,93603,-2,93605,2
37219,93603,-2,93605,-2
37219,93605,-1,90115,-1
37219,93605,-1,93603,1
37219,93605,2,90115,2
37219,93605,2,90115,-2
37219,93605,-2,90115,2
37219,93605,-2,90115,-2
37219,93605,2,93603,2
37219,93605,2,93603,-2
37219,93605,-2,93603,2
37219,93605,-2,93603,-2
37220,90117,1,90134,-1
37220,90117,1,93697,1
37220,90117,2,90134,2
37220,90117,2,90134,-2
37220,90117,-2,90134,2
37220,90117,-2,90134,-2
37220,90117,2,93697,2
37220,90117,2,93697,-2
37220,90117,-2,93697,2
37220,90117,-2,93697,-2
37220,90134,1,90117,-1
37220,90134,1,93697,1
37220,90134,2,90117,2
37220,90134,2,90117,-2
37220,90134,-2,90117,2
37220,90134,-2,90117,-2
37220,90134,2,93697,2
37220,90134,2,93697,-2
37220,90134,-2,93697,2
37220,90134,-2,93697,-2
37220,93697,-1,90117,-1
37220,93697,-1,90134,-1
37220,93697,2,90117,2
37220,93697,2,90117,-2
37220,93697,-2,90117,2
37220,93697,-2,90117,-2
37220,93697,2,90134,2
37220,93697,2,90134,-2
37220,93697,-2,90134,2
37220,93697,-2,90134,-2
37221,90119,1,103301,-1
37221,90119,2,103301,2
37221,90119,2,103301,-2
37221,90119,-2,103301,2
37221,90119,-2,103301,-2
37221,103301,1,90119,-1
37221,103301,2,90119,2
37221,103301,2,90119,-2
37221,103301,-2,90119,2
37221,103301,-2,90119,-2
37222,90121,-1,90123,1
37222,90121,-1,90125,1
37222,90121,2,90123,2
37222,90121,2,90123,-2
37222,90121,-2,90123,2
37222,90121,-2,90123,-2
37222,90121,2,90125,2
37222,90121,2,90125,-2
37222,90121,-2,90125,2
37222,90121,-2,90125,-2
37222,90123,-1,90121,1
37222,90123,-1,90125,1
37222,90123,2,90121,2
37222,90123,2,90121,-2
37222,90123,-2,90121,2
37222,90123,-2,90121,-2
37222,90123,2,90125,2
37222,90123,2,90125,-2
37222,90123,-2,90125,2
37222,90123,-2,90125,-2
37222,90125,-1,90121,1
37222,90125,-1,90123,1
37222,90125,2,90121,2
37222,90125,2,90121,-2
37222,90125,-2,90121,2
37222,90125,-2,90121,-2
37222,90125,2,90123,2
37222,90125,2,90123,-2
37222,90125,-2,90123,2
37222,90125,-2,90123,-2
37223,90121,1,93592,1
37223,90121,1,93594,1
37223,90121,2,93592,2
37223,90121,2,93592,-2
37223,90121,-2,93592,2
37223,90121,-2,93592,-2
37223,90121,2,93594,2
37223,90121,2,93594,-2
37223,90121,-2,93594,2
37223,90121,-2,93594,-2
37223,93592,-1,90121,-1
37223,93592,-1,93594,1
37223,93592,2,90121,2
37223,93592,2,90121,-2
37223,93592,-2,90121,2
37223,93592,-2,90121,-2
37223,93592,2,93594,2
37223,93592,2,93594,-2
37223,93592,-2,93594,2
37223,93592,-2,93594,-2
37223,93594,-1,90121,-1
37223,93594,-1,93592,1
37223,93594,2,90121,2
37223,93594,2,90121,-2
37223,93594,-2,90121,2
37223,93594,-2,90121,-2
37223,93594,2,93592,2
37223,93594,2,93592,-2
37223,93594,-2,93592,2
37223,93594,-2,93592,-2
37224,90123,1,93703,1
37224,90123,1,93705,1
37224,90123,2,93703,2
37224,90123,2,93703,-2
37224,90123,-2,93703,2
37224,90123,-2,93703,-2
37224,90123,2,93705,2
37224,90123,2,93705,-2
37224,90123,-2,93705,2
37224,90123,-2,93705,-2
37224,93703,-1,90123,-1
37224,93703,-1,93705,1
37224,93703,2,90123,2
37224,93703,2,90123,-2
37224,93703,-2,90123,2
37224,93703,-2,90123,-2
37224,93703,2,93705,2
37224,93703,2,93705,-2
37224,93703,-2,93705,2
37224,93703,-2,93705,-2
37224,93705,-1,90123,-1
37224,93705,-1,93703,1
37224,93705,2,90123,2
37224,93705,2,90123,-2
37224,93705,-2,90123,2
37224,93705,-2,90123,-2
37224,93705,2,93703,2
37224,93705,2,93703,-2
37224,93705,-2,93703,2
37224,93705,-2,93703,-2
37225,90125,1,93771,1
37225,90125,2,93771,2
37225,90125,2,93771,-2
37225,90125,-2,93771,2
37225,90125,-2,93771,-2
37225,93771,-1,90125,-1
37225,93771,2,90125,2
37225,93771,2,90125,-2
37225,93771,-2,90125,2
37225,93771,-2,90125,-2
37226,90127,-1,90128,1
37226,90127,-1,90129,-1
37226,90127,2,90128,2
37226,90127,2,90128,-2
37226,90127,-2,90128,2
37226,90127,-2,90128,-2
37226,90127,2,90129,2
37226,90127,2,90129,-2
37226,90127,-2,90129,2
37226,90127,-2,90129,-2
37226,90128,-1,90127,1
37226,90128,-1,90129,-1
37226,90128,2,90127,2
37226,90128,2,90127,-2
37226,90128,-2,90127,2
37226,90128,-2,90127,-2
37226,90128,2,90129,2
37226,90128,2,90129,-2
37226,90128,-2,90129,2
37226,90128,-2,90129,-2
37226,90129,1,90127,1
37226,90129,1,90128,1
37226,90129,2,90127,2
37226,90129,2,90127,-2
37226,90129,-2,90127,2
37226,90129,-2,90127,-2
37226,90129,2,90128,2
37226,90129,2,90128,-2
37226,90129,-2,90128,2
37226,90129,-2,90128,-2
37227,90127,1,90144,1
37227,90127,1,90146,1
37227,90127,2,90144,2
37227,90127,2,90144,-2
37227,90127,-2,90144,2
37227,90127,-2,90144,-2
37227,90127,2,90146,2
37227,90127,2,90146,-2
37227,90127,-2,90146,2
37227,90127,-2,90146,-2
37227,90144,-1,90127,-1
37227,90144,-1,90146,1
37227,90144,2,90127,2
37227,90144,2,90127,-2
37227,90144,-2,90127,2
37227,90144,-2,90127,-2
37227,90144,2,90146,2
37227,90144,2,90146,-2
37227,90144,-2,90146,2
37227,90144,-2,90146,-2
37227,90146,-1,90127,-1
37227,90146,-1,90144,1
37227,90146,2,90127,2
37227,90146,2,90127,-2
37227,90146,-2,90127,2
37227,90146,-2,90127,-2
37227,90146,2,90144,2
37227,90146,2,90144,-2
37227,90146,-2,90144,2
37227,90146,-2,90144,-2
37228,90128,1,90144,-1
37228,90128,1,90181,1
37228,90128,2,90144,2
37228,90128,2,90144,-2
37228,90128,-2,90144,2
37228,90128,-2,90144,-2
37228,90128,2,90181,2
37228,90128,2,90181,-2
37228,90128,-2,90181,2
37228,90128,-2,90181,-2
37228,90144,1,90128,-1
37228,90144,1,90181,1
37228,90144,2,90128,2
37228,90144,2,90128,-2
37228,90144,-2,90128,2
37228,90144,-2,90128,-2
37228,90144,2,90181,2
37228,90144,2,90181,-2
37228,90144,-2,90181,2
37228,90144,-2,90181,-2
37228,90181,-1,90128,-1
37228,90181,-1,90144,-1
37228,90181,2,90128,2
37228,90181,2,90128,-2
37228,90181,-2,90128,2
37228,90181,-2,90128,-2
37228,90181,2,90144,2
37228,90181,2,90144,-2
37228,90181,-2,90144,2
37228,90181,-2,90144,-2
37229,90129,-1,93613,-1
37229,90129,-1,93759,-1
37229,90129,-1,93760,-1
37229,90129,2,93613,2
37229,90129,2,93613,-2
37229,90129,-2,93613,2
37229,90129,-2,93613,-2
37229,90129,2,93759,2
37229,90129,2,93759,-2
37229,90129,-2,93759,2
37229,90129,-2,93759,-2
37229,90129,2,93760,2
37229,90129,2,93760,-2
37229,90129,-2,93760,2
37229,90129,-2,93760,-2
37229,93613,1,90129,1
37229,93613,1,93759,-1
37229,93613,1,93760,-1
37229,93613,2,90129,2
37229,93613,2,90129,-2
37229,93613,-2,90129,2
37229,93613,-2,90129,-2
37229,93613,2,93759,2
37229,93613,2,93759,-2
37229,93613,-2,93759,2
37229,93613,-2,93759,-2
37229,93613,2,93760,2
37229,93613,2,93760,-2
37229,93613,-2,93760,2
37229,93613,-2,93760,-2
37229,93759,1,90129,1
37229,93759,1,93613,-1
37229,93759,1,93760,-1
37229,93759,2,90129,2
37229,93759,2,90129,-2
37229,93759,-2,90129,2
37229,93759,-2,90129,-2
37229,93759,2,93613,2
37229,93759,2,93613,-2
37229,93759,-2,93613,2
37229,93759,-2,93613,-2
37229,93759,2,93760,2
37229,93759,2,93760,-2
37229,93759,-2,93760,2
37229,93759,-2,93760,-2
37229,93760,1,90129,1
37229,93760,1,93613,-1
37229,93760,1,93759,-1
37229,93760,2,90129,2
37229,93760,2,90129,-2
37229,93760,-2,90129,2
37229,93760,-2,90129,-2
37229,93760,2,93613,2
37229,93760,2,93613,-2
37229,93760,-2,93613,2
37229,93760,-2,93613,-2
37229,93760,2,93759,2
37229,93760,2,93759,-2
37229,93760,-2,93759,2
37229,93760,-2,93759,-2
37230,90130,-1,90132,1
37230,90130,-1,90134,1
37230,90130,-1,90136,1
37230,90130,2,90132,2
37230,90130,2,90132,-2
37230,90130,-2,90132,2
37230,90130,-2,90132,-2
37230,90130,2,90134,2
37230,90130,2,90134,-2
37230,90130,-2,90134,2
37230,90130,-2,90134,-2
37230,90130,2,90136,2
37230,90130,2,90136,-2
37230,90130,-2,90136,2
37230,90130,-2,90136,-2
37230,90132,-1,90130,1
37230,90132,-1,90134,1
37230,90132,-1,90136,1
37230,90132,2,90130,2
37230,90132,2,90130,-2
37230,90132,-2,90130,2
37230,90132,-2,90130,-2
37230,90132,2,90134,2
37230,90132,2,90134,-2
37230,90132,-2,90134,2
37230,90132,-2,90134,-2
37230,90132,2,90136,2
37230,90132,2,90136,-2
37230,90132,-2,90136,2
37230,90132,-2,90136,-2
37230,90134,-1,90130,1
37230,90134,-1,90132,1
37230,90134,-1,90136,1
37230,90134,2,90130,2
37230,90134,2,90130,-2
37230,90134,-2,90130,2
37230,90134,-2,90130,-2
37230,90134,2,90132,2
37230,90134,2,90132,-2
37230,90134,-2,90132,2
37230,90134,-2,90132,-2
37230,90134,2,90136,2
37230,90134,2,90136,-2
37230,90134,-2,90136,2
37230,90134,-2,90136,-2
37230,90136,-1,90130,1
37230,90136,-1,90132,1
37230,90136,-1,90134,1
37230,90136,2,90130,2
37230,90136,2,90130,-2
37230,90136,-2,90130,2
37230,90136,-2,90130,-2
37230,90136,2,90132,2
37230,90136,2,90132,-2
37230,90136,-2,90132,2
37230,90136,-2,90132,-2
37230,90136,2,90134,2
37230,90136,2,90134,-2
37230,90136,-2,90134,2
37230,90136,-2,90134,-2
37231,90130,1,93544,1
37231,90130,1,93546,1
37231,90130,2,93544,2
37231,90130,2,93544,-2
37231,90130,-2,93544,2
37231,90130,-2,93544,-2
37231,90130,2,93546,2
37231,90130,2,93546,-2
37231,90130,-2,93546,2
37231,90130,-2,93546,-2
37231,93544,-1,90130,-1
37231,93544,-1,93546,1
37231,93544,2,90130,2
37231,93544,2,90130,-2
37231,93544,-2,90130,2
37231,93544,-2,90130,-2
37231,93544,2,93546,2
37231,93544,2,93546,-2
37231,93544,-2,93546,2
37231,93544,-2,93546,-2
37231,93546,-1,90130,-1
37231,93546,-1,93544,1
37231,93546,2,90130,2
37231,93546,2,90130,-2
37231,93546,-2,90130,2
37231,93546,-2,90130,-2
37231,93546,2,93544,2
37231,93546,2,93544,-2
37231,93546,-2,93544,2
37231,93546,-2,93544,-2
37232,90132,1,93653,1
37232,90132,2,93653,2
37232,90132,2,93653,-2
37232,90132,-2,93653,2
37232,90132,-2,93653,-2
37232,93653,-1,90132,-1
37232,93653,2,90132,2
37232,93653,2,90132,-2
37232,93653,-2,90132,2
37232,93653,-2,90132,-2
37202,90136,1,93742,1
37202,90136,1,93744,1
37202,90136,2,93742,2
37202,90136,2,93742,-2
37202,90136,-2,93742,2
37202,90136,-2,93742,-2
37202,90136,2,93744,2
37202,90136,2,93744,-2
37202,90136,-2,93744,2
37202,90136,-2,93744,-2
37202,93742,-1,90136,-1
37202,93742,-1,93744,1
37202,93742,2,90136,2
37202,93742,2,90136,-2
37202,93742,-2,90136,2
37202,93742,-2,90136,-2
37202,93742,2,93744,2
37202,93742,2,93744,-2
37202,93742,-2,93744,2
37202,93742,-2,93744,-2
37202,93744,-1,90136,-1
37202,93744,-1,93742,1
37202,93744,2,90136,2
37202,93744,2,90136,-2
37202,93744,-2,90136,2
37202,93744,-2,90136,-2
37202,93744,2,93742,2
37202,93744,2,93742,-2
37202,93744,-2,93742,2
37202,93744,-2,93742,-2
37237,90146,1,90205,1
37237,90146,1,90206,1
37237,90146,2,90205,2
37237,90146,2,90205,-2
37237,90146,-2,90205,2
37237,90146,-2,90205,-2
37237,90146,2,90206,2
37237,90146,2,90206,-2
37237,90146,-2,90206,2
37237,90146,-2,90206,-2
37237,90205,-1,90146,-1
37237,90205,-1,90206,1
37237,90205,2,90146,2
37237,90205,2,90146,-2
37237,90205,-2,90146,2
37237,90205,-2,90146,-2
37237,90205,2,90206,2
37237,90205,2,90206,-2
37237,90205,-2,90206,2
37237,90205,-2,90206,-2
37237,90206,-1,90146,-1
37237,90206,-1,90205,1
37237,90206,2,90146,2
37237,90206,2,90146,-2
37237,90206,-2,90146,2
37237,90206,-2,90146,-2
37237,90206,2,90205,2
37237,90206,2,90205,-2
37237,90206,-2,90205,2
37237,90206,-2,90205,-2
37251,90163,-1,90166,1
37251,90163,-1,90168,1
37251,90163,2,90166,2
37251,90163,2,90166,-2
37251,90163,-2,90166,2
37251,90163,-2,90166,-2
37251,90163,2,90168,2
37251,90163,2,90168,-2
37251,90163,-2,90168,2
37251,90163,-2,90168,-2
37251,90166,-1,90163,1
37251,90166,-1,90168,1
37251,90166,2,90163,2
37251,90166,2,90163,-2
37251,90166,-2,90163,2
37251,90166,-2,90163,-2
37251,90166,2,90168,2
37251,90166,2,90168,-2
37251,90166,-2,90168,2
37251,90166,-2,90168,-2
37251,90168,-1,90163,1
37251,90168,-1,90166,1
37251,90168,2,90163,2
37251,90168,2,90163,-2
37251,90168,-2,90163,2
37251,90168,-2,90163,-2
37251,90168,2,90166,2
37251,90168,2,90166,-2
37251,90168,-2,90166,2
37251,90168,-2,90166,-2
37252,90163,1,93659,1
37252,90163,1,93661,1
37252,90163,2,93659,2
37252,90163,2,93659,-2
37252,90163,-2,93659,2
37252,90163,-2,93659,-2
37252,90163,2,93661,2
37252,90163,2,93661,-2
37252,90163,-2,93661,2
37252,90163,-2,93661,-2
37252,93659,-1,90163,-1
37252,93659,-1,93661,1
37252,93659,2,90163,2
37252,93659,2,90163,-2
37252,93659,-2,90163,2
37252,93659,-2,90163,-2
37252,93659,2,93661,2
37252,93659,2,93661,-2
37252,93659,-2,93661,2
37252,93659,-2,93661,-2
37252,93661,-1,90163,-1
37252,93661,-1,93659,1
37252,93661,2,90163,2
37252,93661,2,90163,-2
37252,93661,-2,90163,2
37252,93661,-2,90163,-2
37252,93661,2,93659,2
37252,93661,2,93659,-2
37252,93661,-2,93659,2
37252,93661,-2,93659,-2
37254,90166,1,93645,-1
37254,90166,1,93676,-1
37254,90166,2,93645,2
37254,90166,2,93645,-2
37254,90166,-2,93645,2
37254,90166,-2,93645,-2
37254,90166,2,93676,2
37254,90166,2,93676,-2
37254,90166,-2,93676,2
37254,90166,-2,93676,-2
37254,93645,1,90166,-1
37254,93645,1,93676,-1
37254,93645,2,90166,2
37254,93645,2,90166,-2
37254,93645,-2,90166,2
37254,93645,-2,90166,-2
37254,93645,2,93676,2
37254,93645,2,93676,-2
37254,93645,-2,93676,2
37254,93645,-2,93676,-2
37254,93676,1,90166,-1
37254,93676,1,93645,-1
37254,93676,2,90166,2
37254,93676,2,90166,-2
37254,93676,-2,90166,2
37254,93676,-2,90166,-2
37254,93676,2,93645,2
37254,93676,2,93645,-2
37254,93676,-2,93645,2
37254,93676,-2,93645,-2
37255,90168,1,103314,-1
37255,90168,1,103318,-1
37255,90168,2,103314,2
37255,90168,2,103314,-2
37255,90168,-2,103314,2
37255,90168,-2,103314,-2
37255,90168,2,103318,2
37255,90168,2,103318,-2
37255,90168,-2,103318,2
37255,90168,-2,103318,-2
37255,103314,1,90168,-1
37255,103314,1,103318,-1
37255,103314,2,90168,2
37255,103314,2,90168,-2
37255,103314,-2,90168,2
37255,103314,-2,90168,-2
37255,103314,2,103318,2
37255,103314,2,103318,-2
37255,103314,-2,103318,2
37255,103314,-2,103318,-2
37255,103318,1,90168,-1
37255,103318,1,103314,-1
