ID,Lon,Lat
37113,132.7754309,33.84166819
37114,132.7753559,33.84178484
37115,132.7754184,33.84104325
37125,132.7753934,33.84045998
37127,132.7753059,33.84164319
37128,132.7753059,33.84104325
37155,132.7752934,33.84045998
37181,132.7758808,33.84173486
37183,132.7753683,33.84226812
37202,132.7758303,33.85220873
37212,132.7753433,33.843393
37213,132.7753558,33.84279307
37215,132.7753433,33.84368464
37216,132.7759682,33.84339301
37217,132.7760929,33.85142549
37218,132.7765053,33.8514005
37219,132.7760679,33.85124217
37220,132.7761054,33.85148382
37221,132.7759054,33.85140882
37222,132.775768,33.84945903
37223,132.7757555,33.8494257
37224,132.7758305,33.84982566
37225,132.7763929,33.84944237
37226,132.776768,33.84728428
37227,132.7755681,33.84730925
37228,132.7755181,33.84695096
37229,132.7773804,33.84726762
37230,132.7762053,33.85221707
37231,132.7762178,33.85265869
37232,132.7770927,33.85220876
37236,132.7750683,33.84486784
37237,132.7755806,33.84740924
37251,132.7753682,33.84534279
37252,132.7754057,33.84570109
37254,132.7753682,33.84516781
37255,132.7761181,33.84525948
37256,132.7753432,33.84486784
37257,132.7753432,33.84447622
37258,132.7753432,33.84490951
37263,132.7755056,33.84682597
37277,132.7774054,33.84737595
37278,132.7755806,33.84795918
37286,132.7770049,33.85878305
37288,132.7766675,33.8576415
37289,132.7781674,33.85816647
37290,132.7762301,33.85660827
37291,132.7763801,33.85680825
37292,132.7761676,33.85650828
37293,132.7766926,33.85637497
37303,132.7856676,33.84043517
37304,132.7853676,33.84026851
37305,132.78608,33.84062682
37306,132.7856175,33.84114342
37307,132.7847801,33.84132672
37308,132.7855925,33.84132674
37309,132.7841302,33.84131004
37310,132.7845801,33.84171001
37311,132.7850301,33.84086844
37312,132.7814804,33.84017679
37313,132.781718,33.83922689
37314,132.7814054,33.84037676
37315,132.7807305,33.83998513
37316,132.7824428,33.84044344
37321,132.7860301,33.83909365
37322,132.7823554,33.83887694
37325,132.7835553,33.83946023
37327,132.7817929,33.841385
37328,132.7817179,33.84138499
37329,132.7830552,33.84134336
37330,132.7818554,33.84049343
37336,132.7812429,33.84139332
37337,132.7817303,33.8416933
37338,132.7811554,33.84139332
37343,132.7854801,33.84009353
37344,132.7849302,33.84006019
37353,132.7855925,33.84143506
37354,132.7779432,33.84152658
37355,132.7780557,33.84151825
37356,132.7777932,33.84154324
37357,132.7779681,33.84229317
37359,132.7826304,33.83888528
37360,132.7783556,33.84148493
37361,132.7781432,33.84135993
37365,132.780393,33.84140164
37366,132.7811804,33.84127666
37367,132.7811804,33.84165162
37368,132.7860546,33.85057575
37369,132.7852486,33.85056859
37370,132.786117,33.85181729
37371,132.7861046,33.85039244
37372,132.7874295,33.85065077
37373,132.7844172,33.85149229
37374,132.7843172,33.85149229
37375,132.7844921,33.85212556
37376,132.7852171,33.85150064
37377,132.7791677,33.84844253
37378,132.7783428,33.84845918
37379,132.7791677,33.84875916
37380,132.7791928,33.84760928
37381,132.7809799,33.85214216
37382,132.7809549,33.85219216
37383,132.780955,33.85142557
37384,132.7841424,33.84775102
37385,132.7848673,33.84819265
37386,132.7842049,33.84746772
37387,132.7835799,33.84758436
37388,132.7866919,33.85226725
37389,132.7867295,33.85195062
37390,132.7866669,33.85247556
37391,132.7862295,33.85222558
37392,132.7808925,33.85142557
37393,132.7809174,33.8521505
37395,132.7808675,33.85082564
37396,132.7852672,33.85009246
37397,132.7805427,33.84741766
37398,132.7804802,33.84744266
37399,132.7804927,33.847376
37400,132.7805552,33.84790094
37401,132.7818926,33.84742602
37402,132.7852672,33.84945086
37403,132.7862171,33.85002582
37404,132.7852547,33.84998414
37405,132.7849798,33.84850096
37406,132.7841548,33.84947584
37407,132.7829924,33.84818429
37408,132.7829925,33.847776
37409,132.7829924,33.84850925
37410,132.7837299,33.84817597
37411,132.7874044,33.851609
37412,132.7805551,33.84847588
37413,132.7791928,33.84746763
37414,132.7806926,33.84941745
37415,132.7807301,33.84942578
37416,132.7794552,33.8494091
37417,132.7807051,33.84950911
37418,132.7828548,33.85218386
37419,132.7834547,33.85216721
37420,132.7818673,33.85220051
37421,132.7828298,33.8514756
37422,132.7828798,33.85250883
37423,132.7875545,33.8497342
37424,132.7864419,33.85295884
37425,132.7875168,33.85333382
37426,132.7815424,33.85219217
37427,132.7808549,33.85292541
37428,132.7807174,33.85219215
37429,132.7794928,33.84737598
37430,132.7804552,33.84671774
37432,132.7809175,33.85082564
37433,132.7818049,33.85145059
37434,132.7829925,33.84745937
37435,132.783055,33.8474677
37436,132.7834298,33.85148394
37437,132.7834797,33.85244218
37438,132.7849298,33.84830098
37439,132.7851673,33.84752606
37440,132.7806051,33.84847588
37441,132.7807551,33.84951744
37442,132.7810925,33.84944246
37443,132.7783303,33.84889247
37444,132.7783053,33.8482592
37445,132.7778554,33.84845084
37446,132.7791427,33.84940076
37447,132.7789552,33.84939242
37448,132.7829048,33.8514756
37449,132.7834048,33.85099233
37450,132.7830546,33.85480858
37451,132.7830296,33.85459194
37452,132.7840295,33.8560668
37453,132.7827671,33.85512521
37511,132.7929791,33.84902604
37512,132.7917542,33.84823444
37513,132.7914917,33.84896769
37514,132.7907168,33.84769281
37515,132.7906168,33.84773447
37516,132.7909293,33.84764282
37517,132.7967789,33.84678468
37518,132.7956915,33.84675133
37519,132.7969414,33.84617641
37520,132.7976913,33.84685136
37521,132.7971289,33.84556815
37522,132.7963165,33.84515985
37523,132.7971914,33.84530151
37524,132.7970539,33.84580146
37525,132.7978413,33.84589313
37608,132.800441,33.84716804
37617,132.8012284,33.84908451
37627,132.8009659,33.84908451
37628,132.800391,33.84757633
37629,132.8004784,33.84907617
37882,132.7761302,33.85548339
37883,132.7761802,33.8550751
37884,132.7760927,33.85572503
37885,132.7764052,33.85540007
37889,132.7761803,33.85352527
37890,132.7761678,33.85338361
37891,132.7761803,33.85360859
37892,132.7762803,33.85354193
37893,132.7758928,33.85349193
37913,132.7995911,33.84742633
37920,132.7782932,33.84099331
37921,132.7784057,33.84069334
37922,132.7780432,33.84099331
38836,132.7748559,33.84105158
38843,132.7758808,33.84210982
38854,132.7753683,33.8427514
38863,132.7758559,33.84104326
38867,132.7760184,33.840435
38868,132.7758808,33.84221814
38870,132.7759058,33.84275141
38871,132.7769302,33.85259205
38877,132.7753433,33.84375963
38878,132.7753433,33.84414292
38879,132.7762557,33.84374298
38890,132.7762682,33.84412627
38891,132.775593,33.8484508
38892,132.7754055,33.84945069
38896,132.7760054,33.85090054
38897,132.7769928,33.8508839
38898,132.7759429,33.85044226
38900,132.7782554,33.84743429
38901,132.7774179,33.84794255
38904,132.7759429,33.85040893
38911,132.7752679,33.85140881
38912,132.7747433,33.84431789
38913,132.7762807,33.84447624
38916,132.7773802,33.85220876
38917,132.7772804,33.84944239
38918,132.7770929,33.84944239
38919,132.7777053,33.8494424
38920,132.7754307,33.84615104
38921,132.7761556,33.84567611
38926,132.7762681,33.84490119
38928,132.7753431,33.84792585
38929,132.776118,33.84796753
38932,132.7758929,33.85149215
38934,132.7762804,33.84981733
38935,132.7754431,33.84644268
38938,132.7764431,33.84610106
38939,132.7749307,33.84615937
38944,132.7757678,33.85306697
38946,132.7769554,33.84944238
38947,132.7770929,33.84970902
38949,132.7765304,33.85044227
38950,132.7782554,33.8473343
38951,132.7773805,33.84679267
38953,132.7760305,33.84849247
38955,132.7782302,33.85220044
38956,132.7773677,33.85253373
38959,132.7777302,33.85143385
38961,132.7769429,33.84880912
38964,132.77658,33.85740819
38965,132.77693,33.85741653
38968,132.7760801,33.8568999
38969,132.7761927,33.85459182
38970,132.7758552,33.8550001
38971,132.7760926,33.85615832
38977,132.7769926,33.85535009
38978,132.7768802,33.85320865
39053,132.78678,33.8409518
39054,132.786205,33.84046017
39055,132.7859925,33.84091012
39057,132.7835302,33.8413267
39059,132.7793681,33.84142662
39062,132.7784807,33.84051003
39063,132.7794181,33.8406767
39064,132.7786057,33.8401934
39065,132.78548,33.8428599
39066,132.7854925,33.84265159
39067,132.785455,33.8431682
39069,132.779643,33.84141829
39074,132.7858675,33.84120175
39076,132.7838302,33.84131837
39077,132.78553,33.84222664
39078,132.7846801,33.84259325
39079,132.7859175,33.84257661
39081,132.7843426,33.84275156
39082,132.7843551,33.84255992
39083,132.7843301,33.84300153
39085,132.7812179,33.84109335
39086,132.7809179,33.84105168
39088,132.7841426,33.84156002
39091,132.780418,33.84120999
39092,132.7790681,33.84019341
39093,132.7784182,33.8401934
39094,132.7837678,33.8395269
39095,132.7840303,33.83916027
39096,132.7793306,33.83953515
39098,132.7847551,33.84176001
39099,132.7854174,33.84360149
39100,132.7859424,33.84319321
39101,132.7855675,33.8416517
39102,132.7855425,33.84196833
39103,132.7774307,33.84204318
39105,132.7875424,33.84132677
39106,132.7868175,33.84102679
39107,132.7850801,33.83986855
39108,132.7856926,33.84021019
39115,132.785205,33.84199332
39116,132.7841676,33.84255158
39118,132.7860425,33.84211833
39119,132.7843175,33.84390977
39120,132.78463,33.8430182
39123,132.7836552,33.84094341
39125,132.78568,33.84151005
39126,132.7847926,33.84075178
39127,132.7834922,33.8525005
39128,132.7835047,33.85276714
39129,132.7845171,33.85238387
39130,132.7782302,33.85145052
39131,132.7777428,33.85083391
39132,132.7853799,33.84410143
39133,132.7854049,33.8438098
39134,132.7853549,33.84450972
39135,132.7846925,33.84409309
39136,132.7856924,33.84409311
39137,132.7823548,33.85146726
39138,132.7818674,33.85145892
39139,132.7847172,33.84998413
39140,132.784305,33.84440138
39141,132.7842925,33.84471802
39142,132.7843175,33.84421807
39143,132.784205,33.84440138
39144,132.7852549,33.84580958
39145,132.7852423,33.84645118
39146,132.7852674,33.84555128
39147,132.7860048,33.84594292
39148,132.7781928,33.84942574
39149,132.7780428,33.84943407
