ID,Lon,Lat
39150,132.7783928,33.84941741
39151,132.7818673,33.85239215
39152,132.7861424,33.84360983
39153,132.7828797,33.85255882
39154,132.7828672,33.8527838
39157,132.7777178,33.85010899
39158,132.7791928,33.84737598
39159,132.7788303,33.84736764
39160,132.7791428,33.84676771
39161,132.784305,33.84410975
39162,132.7828923,33.85099232
39163,132.7808425,33.850584
39164,132.7785301,33.85220045
39165,132.7792176,33.85219213
39166,132.7785301,33.85190048
39167,132.7842174,33.84694278
39168,132.779955,33.85145055
39169,132.7794926,33.85145888
39170,132.7794926,33.85085061
39171,132.7783179,33.84734263
39172,132.78323,33.84750103
39173,132.7835674,33.84694277
39174,132.78428,33.84505131
39175,132.784255,33.84549293
39176,132.7842299,33.84646783
39177,132.7842299,33.84611787
39178,132.782955,33.84650114
39179,132.7846174,33.8464595
39180,132.780905,33.850584
39181,132.7808175,33.85000906
39182,132.7814675,33.85059234
39183,132.7786927,33.84938409
39184,132.7814799,33.85080065
39185,132.7853048,33.84734275
39186,132.7852798,33.84695113
39187,132.7858923,33.84702613
39188,132.779455,33.85219213
39189,132.7794425,33.85247544
39190,132.7852799,33.8453263
39191,132.7853049,33.84505133
39192,132.7852674,33.84551795
39193,132.7863048,33.84530132
39194,132.7853299,33.84472637
39195,132.7853174,33.84493468
39196,132.7847175,33.84471802
39197,132.78083,33.85045068
39198,132.784255,33.8455346
39199,132.7782551,33.85250041
39200,132.78228,33.84783431
39201,132.780455,33.85057566
39202,132.7815175,33.84848423
39203,132.781905,33.8478843
39204,132.7818551,33.84705939
39205,132.7843172,33.85099235
39206,132.7785928,33.8473593
39207,132.7859298,33.84641786
39208,132.7794553,33.84675938
39209,132.7780677,33.85038397
39210,132.7776928,33.84888412
39211,132.7828797,33.8530421
39212,132.7824673,33.85280045
39213,132.784205,33.84470135
39214,132.7783427,33.85145053
39215,132.7783302,33.85091725
39216,132.7848174,33.84552627
39217,132.7841425,33.84553459
39218,132.7841798,33.84850094
39219,132.7829047,33.85344206
39220,132.7782678,33.8479509
39221,132.784205,33.84414308
39222,132.7861548,33.84456807
39223,132.7836675,33.84553458
39224,132.7818049,33.85095897
39225,132.7836671,33.85375871
39226,132.7843296,33.85292547
39228,132.7807674,33.85350035
39229,132.7811424,33.85290875
39230,132.7806424,33.85292541
39231,132.7860919,33.85335046
39232,132.7867294,33.8530255
39233,132.7794551,33.85012569
39234,132.7861173,33.84555963
39235,132.78303,33.84695109
39236,132.7862923,33.84491803
39237,132.7794552,33.84994237
39238,132.7806049,33.85242546
39239,132.7804548,33.85554179
39240,132.7805298,33.85506684
39241,132.7802423,33.85657501
39242,132.7802548,33.85556679
39243,132.7805298,33.8554668
39244,132.7793423,33.85755822
39245,132.7781924,33.85833312
39246,132.7781549,33.85795816
39247,132.7796173,33.85738325
39248,132.7793923,33.85764155
39249,132.7805423,33.85496685
39250,132.7848545,33.85425034
39251,132.785017,33.85417535
39252,132.7845795,33.85435866
39253,132.7830046,33.85445862
39254,132.7834421,33.85464194
39255,132.7837421,33.854167
39256,132.7797673,33.8572666
39257,132.7793548,33.85727492
39258,132.7829422,33.85389201
39259,132.7824547,33.85412531
39260,132.785492,33.85390039
39261,132.7848295,33.85350875
39262,132.7805923,33.8545169
39263,132.7802049,33.85493352
39264,132.7822798,33.85345871
39265,132.7824422,33.85446694
39266,132.7838296,33.85435031
39267,132.7806049,33.85444191
39268,132.7799798,33.85700829
39269,132.7800173,33.856625
39270,132.7838796,33.85451696
39271,132.785642,33.85359209
39272,132.7866918,33.85444202
39273,132.7806924,33.8539503
39274,132.7804549,33.85444191
39275,132.7812798,33.85445859
39276,132.7802422,33.85752491
39277,132.7810924,33.85350869
39278,132.7804799,33.85347535
39279,132.7855045,33.85426702
39280,132.7805673,33.85667501
39281,132.7800173,33.85653334
39282,132.785567,33.8535171
39283,132.784667,33.85456697
39348,132.7898421,33.84239336
39349,132.7899296,33.84243503
39350,132.7893297,33.84216004
39356,132.7881923,33.84163508
39357,132.7885923,33.8418184
39358,132.7881298,33.84161008
39359,132.7917419,33.84325164
39360,132.791042,33.84293499
39361,132.7938167,33.84419324
39362,132.7918669,33.84374325
39363,132.7888422,33.84193506
39364,132.7881548,33.8417184
39372,132.7903296,33.84261001
39373,132.7902671,33.84271
39374,132.7896296,33.84345158
39381,132.7895672,33.84238502
39382,132.7904171,33.84244337
39384,132.7875049,33.8413851
39385,132.7878923,33.84160175
39387,132.790742,33.84369324
39388,132.7910295,33.84377657
39389,132.7922792,33.84740953
39390,132.7932666,33.84721791
39391,132.7923167,33.84800114
39392,132.795054,33.84688464
39393,132.795629,33.84629305
39394,132.788092,33.84951757
39395,132.7888919,33.84910096
39396,132.7883045,33.84905929
39397,132.7879294,33.85026749
39398,132.7933416,33.84720124
39399,132.7902793,33.84796777
39400,132.7957415,33.84490986
39401,132.7950291,33.84463488
39402,132.7959165,33.84497653
39403,132.7938417,33.84420157
39404,132.7943042,33.84440156
39405,132.7936666,33.84713459
39406,132.7925792,33.8471429
39408,132.7972164,33.84522652
39409,132.7946166,33.84450989
39410,132.7938916,33.8470846
39411,132.7937666,33.84785951
39412,132.7893669,33.848776
39413,132.7915042,33.84878437
39414,132.7978288,33.84563482
39415,132.795754,33.84540148
39416,132.7906293,33.84836774
39417,132.7973664,33.84592645
39418,132.7942667,33.84445988
39419,132.7945915,33.84696796
39420,132.794429,33.84699295
39421,132.7946165,33.84735125
39422,132.7947166,33.84427658
39424,132.7944291,33.84676797
39425,132.7939792,33.84399326
39426,132.7938666,33.8467763
39593,132.7991411,33.84801792
39594,132.7996035,33.84873452
39595,132.7982287,33.84695135
39596,132.7988661,33.84795959
39597,132.7980662,33.84690969
39598,132.7978788,33.84627642
39602,132.8018408,33.85041771
39608,132.800191,33.84906783
39609,132.7995911,33.84781795
39610,132.7994535,33.84883451
39642,132.7981037,33.84692635
39643,132.7980162,33.84774293
39657,132.7992661,33.84701803
39659,132.800041,33.84928447
39661,132.8014283,33.85066768
39675,132.8005159,33.84961778
39676,132.7997411,33.84764297
40108,132.7909043,33.84755116
42601,132.7769307,33.84205151
42602,132.7760433,33.84104327
42606,132.7759058,33.84297639
42607,132.7768182,33.84296807
42608,132.7759058,33.84282641
42610,132.7773807,33.84076832
42611,132.7773807,33.84100996
42612,132.7770307,33.84257645
42613,132.7770432,33.84283476
42614,132.7777931,33.84235149
42615,132.7777931,33.84254314
42621,132.7766307,33.84273476
42625,132.7770557,33.84339303
42626,132.7778056,33.84280977
42627,132.7778056,33.84310974
42630,132.7772306,33.84411796
42631,132.7772431,33.84426794
42632,132.7769677,33.85281702
42633,132.7762557,33.84339302
42634,132.7772556,33.84446792
42635,132.777893,33.84423462
42636,132.7771928,33.8508839
42637,132.777293,33.84521784
42638,132.7773055,33.84540949
42639,132.7762806,33.84525949
42640,132.7772806,33.84499286
42641,132.7782805,33.84506787
42642,132.7770805,33.84562613
42643,132.7773055,33.84560947
42652,132.7769429,33.84843416
42653,132.7764055,33.84848414
42654,132.7769804,33.84844249
42658,132.7760055,33.84881743
42661,132.7764054,33.84912574
42664,132.7772806,33.84488454
42665,132.7770929,33.84978402
42666,132.7776306,33.84339304
42667,132.7757428,33.85346693
42668,132.7764804,33.849809
42669,132.7769429,33.84978401
42671,132.777343,33.84610941
42672,132.7783054,33.84677603
42681,132.777093,33.84609274
42682,132.776943,33.84609274
42683,132.7773802,33.85282536
42690,132.7772179,33.84890078
42694,132.7755054,33.85140881
42695,132.777343,33.84598443
42696,132.7782679,33.84609276
42697,132.7752679,33.85175877
42701,132.7777927,33.85251707
42702,132.7772556,33.84453458
42703,132.7784679,33.84567615
42705,132.7779555,33.84480956
42706,132.776368,33.8479592
42707,132.7762929,33.85008397
42708,132.776943,33.84795088
42713,132.7775179,33.84845083
42716,132.7763552,33.85357526
42717,132.7782676,33.85301702
42718,132.7758678,33.85429185
42719,132.7751678,33.85430017
42720,132.7758803,33.85415019
42721,132.7758677,33.85456682
42735,132.7751303,33.85457514
42736,132.7749428,33.85430849
42740,132.777405,33.85676661
42741,132.777255,33.85672494
42743,132.7774301,33.85475849
42744,132.7771551,33.85452518
42745,132.7776551,33.85500847
42746,132.7778426,33.8547585
42747,132.7765052,33.85376691
42750,132.77723,33.8568416
42758,132.7758677,33.85483345
42759,132.7756052,33.85483345
42766,132.7755801,33.85739984
42767,132.77753,33.85739988
42768,132.7751427,33.85580834
42770,132.7757551,33.85689157
42771,132.7760176,33.85699156
42772,132.7752052,33.85558336
42786,132.7757926,33.85780813
42787,132.77638,33.85845808
42794,132.7773925,33.85607501
42795,132.7773925,33.85637498
42797,132.7752927,33.85600832
42799,132.7777051,33.85448352
42800,132.7757051,33.85733318
42804,132.77723,33.85637498
42814,132.7778425,33.85637499
42815,132.7751427,33.85622496
42816,132.7771176,33.85637498
42817,132.776955,33.85688325
42823,132.7771551,33.85535842
42826,132.7776175,33.85560007
42827,132.777755,33.85526677
43062,132.7794056,33.84043506
43063,132.7794181,33.84014342
43068,132.7805805,33.84048507
43069,132.780818,33.83958517
43070,132.7874299,33.84104346
43071,132.7864925,33.84055183
43072,132.7872049,33.84209335
43073,132.7873549,33.8419267
43076,132.779893,33.84078503
43077,132.7796556,33.84073503
43078,132.7804555,33.84086003
43079,132.7792931,33.84014342
43080,132.7798931,33.84016843
43083,132.7840803,33.83911861
43086,132.786155,33.84135174
43087,132.7866799,33.8414934
43088,132.780418,33.841135
43089,132.7869924,33.84170172
43090,132.7869174,33.84116011
43091,132.786205,33.84189335
43093,132.7783431,33.84290144
43094,132.7779931,33.84339305
43099,132.7817553,33.84224324
43103,132.7804305,33.84098501
43104,132.7824428,33.84042678
43105,132.7824053,33.84056009
43108,132.7817678,33.84279318
43109,132.7802429,33.84291814
43110,132.7817803,33.84324313
43112,132.7812054,33.84241821
43113,132.7814553,33.84246821
43114,132.7811929,33.84223489
43116,132.7844302,33.84051847
43117,132.778643,33.84290145
43118,132.7802554,33.84330143
43119,132.7868549,33.8431099
43120,132.7867673,33.84363484
43121,132.7793431,33.83955182
43122,132.780493,33.84074338
43123,132.7798931,33.84023509
43124,132.7865174,33.84211833
43125,132.7863299,33.84198501
43126,132.7872798,33.84269329
43130,132.7833428,33.84016015
43131,132.7833303,33.8403518
43132,132.7833678,33.83986852
43133,132.7829928,33.84004349
43138,132.7838177,33.84032681
43139,132.7861299,33.84260161
43140,132.7812428,33.84325979
43141,132.7807429,33.84328477
43142,132.7830053,33.84031846
43143,132.7828178,33.84072675
43144,132.7826053,33.8402268
43145,132.7847677,33.84005186
43146,132.7834678,33.83966021
43148,132.7846802,33.84017684
43149,132.7783431,33.84308475
43150,132.7871049,33.84176838
43151,132.7830678,33.84084341
43152,132.7826053,33.84063509
43156,132.7822053,33.84087672
43157,132.7823178,33.84054343
43165,132.7874048,33.84240998
43166,132.7876548,33.84211835
43167,132.78518,33.84217664
43169,132.7870298,33.84365151
43170,132.7877923,33.84285161
43172,132.7818052,33.84392639
43175,132.7783805,33.84337639
43176,132.7778306,33.84339305
43178,132.7876298,33.84211002
43181,132.7804427,33.84655942
43182,132.7804552,33.84666774
43183,132.7804302,33.8464261
43184,132.7818925,33.84790097
43185,132.781905,33.8485259
43186,132.7803928,33.84588449
43187,132.7804053,33.84602614
43188,132.7802053,33.84589282
43189,132.7803928,33.84576784
43190,132.7803553,33.8451679
43191,132.7803303,33.84482627
43192,132.7812552,33.84513459
43193,132.7803803,33.8455262
43194,132.7799428,33.84483459
43195,132.7803178,33.84458463
43196,132.7808427,33.84662609
43197,132.7823798,33.85280045
43198,132.7818923,33.85283377
43199,132.7819048,33.85303375
43200,132.7846546,33.85288382
43201,132.7846046,33.8527255
43202,132.7825051,33.84645113
43203,132.7817801,33.84597617
43204,132.7794679,33.8437597
43205,132.7794679,33.84365971
43206,132.7794804,33.84384303
43207,132.7794426,33.85035066
43208,132.7798301,33.85035067
43209,132.7794426,33.85049231
43210,132.7834423,33.85049238
43211,132.7828798,33.85047571
43212,132.7837048,33.85050905
43213,132.7863673,33.84593459
43214,132.7862798,33.84594292
43215,132.7863048,33.84559296
43216,132.7871672,33.84575962
43217,132.7795054,33.84436797
43218,132.7795179,33.8444013
43219,132.7795054,33.84422632
43220,132.7829175,33.8461845
43221,132.7835425,33.84620118
43222,132.7829676,33.84554291
43223,132.778468,33.84372635
43224,132.7786305,33.84408465
43225,132.7784055,33.84350138
43226,132.7815048,33.85288376
43227,132.7822176,33.84521793
43228,132.7822176,33.84552623
43229,132.7822176,33.84506794
43230,132.7818301,33.84664277
43231,132.7818051,33.8463428
43232,132.7818551,33.84689274
43233,132.7837173,33.85099234
43234,132.7821551,33.84687608
43235,132.783005,33.84695109
43236,132.7801054,33.84380971
43237,132.7803054,33.84382638
43238,132.779443,33.84333475
43239,132.78233,33.84853424
43240,132.7828799,33.84854258
43241,132.7823552,33.84453467
43242,132.7829426,33.84450135
43243,132.7816552,33.84454299
43244,132.7823552,33.84466799
43245,132.7829801,33.84520128
43246,132.7829676,33.84505962
43247,132.7782676,33.85285037
43248,132.779455,33.85296705
43249,132.7782551,33.85345864
43250,132.7824548,33.85256714
43251,132.778193,33.84490122
43252,132.7780805,33.84485123
43253,132.783355,33.84553458
43254,132.7841673,33.84890923
43255,132.7794303,33.84607612
43256,132.7785179,33.84609277
43257,132.7794428,33.84659273
43258,132.7784305,33.84505121
43259,132.7785305,33.84504288
43260,132.7784055,33.84480124
43261,132.7780555,33.84422629
43262,132.778043,33.84408464
43263,132.7817427,33.84582619
43264,132.7816552,33.84551788
43265,132.778368,33.84407631
43266,132.778368,33.84355137
43267,132.7784805,33.84408465
43268,132.778393,33.84459293
43269,132.7875669,33.85175899
43270,132.7878044,33.85115906
43272,132.7794175,33.853442
43273,132.7873172,33.84666786
43274,132.7873047,33.84644288
43275,132.7876921,33.84662621
43276,132.7864173,33.8449097
43277,132.7865423,33.84490137
43278,132.7813427,33.84579285
43279,132.7814424,33.85289209
43280,132.7788802,33.85090893
43281,132.7876296,33.84649288
43282,132.7803178,33.84432632
43283,132.7803178,33.84435965
43284,132.7794551,33.85055064
43285,132.7788177,33.8505673
43286,132.7794801,33.85074229
43287,132.7789055,33.84439296
43288,132.7789554,33.84495956
43289,132.7795429,33.84483459
43290,132.7847671,33.85304213
43291,132.7853295,33.85289216
43292,132.7777678,33.85038396
43293,132.7837173,33.8494675
43294,132.7783302,33.85076727
43295,132.7790303,33.84676771
43296,132.7812927,33.84550955
43297,132.777918,33.84446793
43298,132.7832924,33.84945916
43299,132.7828674,33.84944249
43300,132.7832674,33.84850926
43301,132.7785054,33.84609277
43302,132.7787554,33.8455345
43303,132.7814925,33.84920915
43304,132.7814925,33.84945079
43305,132.7788676,33.85280872
43306,132.7788551,33.85245876
43307,132.7807803,33.84388471
43308,132.7802804,33.84360973
43309,132.7829926,33.84417639
43310,132.7837048,33.84980913
43311,132.7837048,33.84999244
43312,132.7841048,33.84850094
43313,132.7816927,33.84392639
43314,132.7785429,33.84632608
43315,132.7822675,33.84911751
43316,132.7828799,33.84919251
43317,132.7811553,33.84392638
43318,132.7812303,33.84451798
43319,132.7807678,33.84452631
43320,132.7812427,33.84494294
43321,132.7856295,33.85307548
43322,132.7854045,33.8531338
43323,132.7790801,33.85075061
43324,132.7790801,33.85103392
43325,132.7788054,33.8467677
43326,132.7794804,33.84391802
43327,132.7789805,33.84393467
43328,132.7822674,33.84944248
43329,132.7828674,33.84998409
43330,132.7864299,33.84361817
43331,132.7818175,33.8494508
43332,132.78128,33.84944246
43333,132.7847297,33.85024243
43334,132.7765929,33.85080056
43335,132.7860174,33.84412644
43336,132.7878544,33.85066744
43337,132.7841675,33.84473468
43338,132.7818174,33.85059234
43339,132.7799553,33.84664273
43340,132.7799553,33.84673439
43341,132.7784679,33.84535951
43342,132.7788054,33.84499289
43343,132.7811052,33.84600949
43344,132.7785554,33.84677603
43345,132.785242,33.85262552
43346,132.7837424,33.84850094
43347,132.7812677,33.84522624
43348,132.781955,33.8494508
43349,132.78193,33.84912584
43350,132.7792302,33.84994237
43351,132.7871923,33.84398481
43352,132.7872298,33.84366818
43353,132.7829551,33.844693
43354,132.7801928,33.84552619
43355,132.7836926,33.84442637
43356,132.7811427,33.84631779
43357,132.7818174,33.85046736
43358,132.7821299,33.85049236
43359,132.78133,33.85044235
43360,132.7818175,33.84995075
43361,132.7847296,33.85268384
43362,132.7852171,33.85208391
43363,132.7810801,33.84902583
43364,132.7826926,33.84470132
43365,132.7817298,33.85349203
43366,132.7795303,33.84552618
43367,132.7786805,33.84456793
43368,132.7799179,33.84437631
43369,132.7782929,33.84632607
43370,132.7818049,33.85077566
43371,132.7873923,33.84368485
43372,132.7876548,33.84373485
43373,132.7848296,33.85327544
43374,132.7851795,33.85319213
43375,132.7863049,33.84361817
43376,132.7863673,33.8445764
43377,132.7877297,33.84490972
43378,132.7800178,33.84553452
43379,132.7828674,33.85010075
43380,132.7822177,33.8448513
43381,132.7780181,33.84354303
43382,132.784155,33.84511797
43383,132.7778056,33.84362635
43384,132.7876422,33.84585962
43385,132.7837048,33.85014243
43386,132.7803174,33.85324204
43387,132.7803049,33.85346701
43388,132.7814799,33.85265045
43389,132.7814173,33.85344203
43390,132.7865799,33.8434182
43391,132.781305,33.84998407
43392,132.7874047,33.84471807
43393,132.7877297,33.84470974
43394,132.7793925,33.85409193
43395,132.779405,33.85380029
43396,132.7793925,33.85422525
43397,132.7827546,33.85568348
43398,132.7826671,33.85535018
43399,132.7856417,33.85939147
43400,132.7857667,33.8588082
43401,132.7860167,33.85940814
43402,132.7853668,33.85720003
43403,132.7852918,33.85695006
43404,132.7860167,33.85832492
43405,132.7792173,33.85779153
43406,132.7861668,33.85581686
43407,132.7859668,33.85595018
43408,132.7865418,33.85634181
43409,132.7855794,33.85554188
43410,132.7780299,33.85744988
43411,132.7780174,33.85764152
43412,132.7781174,33.85733323
43413,132.7818672,33.85454192
43414,132.7816672,33.85483356
43415,132.7824047,33.85446694
43416,132.7812923,33.85455025
