ID,NodeID,RightTurn,Lon,Lat
1,12,0,139.756849,35.6405492
2,14,0,139.7577006,35.6405496
2,17,0,139.7579072,35.6405556
3,15,0,139.7561172,35.640548599999995
4,23,0,139.7578279,35.642943599999995
5,31,0,139.7580447,35.64492030000001
6,48,0,139.7553778,35.64289310000001
7,54,0,139.7563734,35.6449233
8,58,0,139.7551104,35.6429674
9,66,0,139.757639,35.6474169
10,69,0,139.7623936,35.6631762
11,55,0,139.7560911,35.64494460000001
12,83,0,139.7537731,35.64031289999999
13,87,0,139.760018,35.6560199
14,96,0,139.7558063,35.6392373
15,84,0,139.7540263,35.6402298
16,88,0,139.760296,35.655959800000005
17,103,0,139.7541893,35.640547
18,53,0,139.7632998,35.6637084
19,85,0,139.7539241,35.6405882
18,114,0,139.7633924,35.6638299
20,117,0,139.7573787,35.647576400000005
21,122,0,139.7525337,35.6379302
22,175619,0,139.760053,35.6531634
9,118,0,139.7576724,35.6474837
23,123,0,139.7528229,35.6378207
20,67,0,139.7573453,35.6475074
24,136,0,139.76244240000003,35.65495479999999
25,140,0,139.7624279,35.66646969999999
26,147,0,139.7628015,35.6664991
26,142,0,139.7626529,35.6666197
27,153,0,139.7639483,35.667185100000005
28,155,0,139.7641205,35.6670744
29,157,0,139.7669344,35.6696354
29,158,0,139.7670179,35.6697255
30,161,0,139.7678823,35.6706767
31,164,0,139.7671133,35.66948609999999
31,160,0,139.7671822,35.6695695
32,162,0,139.7680771,35.67054240000001
33,200,0,139.7678647,35.664099300000004
34,203,0,139.7721029,35.6676087
35,206,0,139.7731751,35.6684865
36,209,0,139.7742326,35.6693425
37,211,0,139.7750147,35.6701725
37,213,0,139.7750611,35.670227
33,201,0,139.7677618,35.6641801
34,217,0,139.7720205,35.66768030000001
37,199,0,139.7749171,35.67025259999999
38,220,0,139.7732335,35.67096050000001
39,242,0,139.7720045,35.6650833
40,240,0,139.772548,35.6645313
41,244,0,139.7768183,35.6602952
42,246,0,139.7776881,35.6593962
43,249,0,139.7689546,35.671513100000006
44,254,0,139.7715876,35.6736674
45,267,0,139.7806172,35.63116809999999
45,268,0,139.7806873,35.6310608
46,265,0,139.7804872,35.63088489999999
47,284,0,139.7715322,35.623301
48,292,0,139.7550507,35.648377100000005
49,321,0,139.74417810000003,35.6452173
50,327,0,139.7501588,35.64197219999999
51,332,0,139.7498034,35.6425238
52,338,0,139.7487481,35.644142900000006
53,342,0,139.7523757,35.642962
54,349,0,139.7478368,35.641162
55,353,0,139.747292,35.639398099999994
56,356,0,139.746782,35.64229689999999
57,362,0,139.7505787,35.6339329
58,366,0,139.7503412,35.63149090000001
58,369,0,139.7503294,35.6313543
59,364,0,139.7508325,35.633887200000004
60,367,0,139.750564,35.6314589
60,371,0,139.7505542,35.63134010000001
61,374,0,139.7471456,35.631693199999994
61,375,0,139.7471089,35.63157780000001
62,380,0,139.7460508,35.63541649999999
63,138584,0,139.739462,35.63750540000001
2674,409,0,139.7381848,35.6250599
64,100906,0,139.7380594,35.6238962
65,35887,0,139.7384265,35.6248047
66,442,0,139.7558177,35.6069401
67,457,0,139.7528856,35.60631020000001
68,460,0,139.7527748,35.6054609
69,470,0,139.7500265,35.6233731
70,478,0,139.7561237,35.622533
71,481,0,139.7558396,35.622449499999995
72,486,0,139.7555614,35.63066589999999
72,487,0,139.7554688,35.6306241
73,503,0,139.8026223,35.6412878
74,504,0,139.8026981,35.640639300000004
75,514,0,139.8127968,35.64468539999999
76,517,0,139.8126718,35.6438592
77,547,0,139.8374493,35.64794700000001
77,548,0,139.8376375,35.6479498
78,549,0,139.8375963,35.64725
79,571,0,139.8538472,35.664778
80,572,0,139.8537661,35.6645708
81,577,0,139.8568395,35.6628665
82,581,0,139.8585973,35.6623507
82,582,0,139.8586243,35.662500900000005
83,590,0,139.8580018,35.68842390000001
83,591,0,139.8577533,35.6885362
84,621,0,139.7823156,35.5566217
85,646,0,139.7586423,35.572436999999994
86,649,0,139.7595711,35.5723899
85,647,0,139.7586139,35.572519
86,651,0,139.759513,35.572520000000004
87,657,0,139.7619276,35.5725305
87,658,0,139.76192880000002,35.57239139999999
88,679,0,139.7643103,35.57238300000001
88,682,0,139.7644545,35.5723872
88,683,0,139.7644606,35.57253239999999
88,660,0,139.7643222,35.57253349999999
89,174714,0,139.7704865,35.5722146
90,721,0,139.7549867,35.5842586
91,722,0,139.7549217,35.584584
92,742,0,139.7876024,35.52043510000001
93,170606,0,139.7492102,35.5742123
94,775,0,139.7486707,35.58249779999999
94,778,0,139.7487357,35.582375
94,786,0,139.7488796,35.58242239999999
94,776,0,139.7488264,35.58254900000001
95,823,0,139.7391237,35.5913664
95,828,0,139.7389545,35.59135669999999
96,839,0,139.7532895,35.5554448
96,840,0,139.7534216,35.555443
97,870,0,139.7021916,35.66189179999999
98,883,0,139.7074388,35.6979039
99,889,0,139.7210187,35.6718074
100,909,0,139.6884285,35.6958598
101,921,0,139.6965518,35.68774169999999
2715,36401,0,139.62316910000004,35.6706938
102,930,0,139.7034817,35.6931411
9039,4121,0,139.7325036,35.66330270000001
103,956,0,139.7321962,35.65933810000001
104,962,0,139.7336863,35.65713130000001
105,965,0,139.7353016,35.65672469999999
106,969,0,139.7451349,35.65495039999999
107,978,0,139.7112676,35.6489219
108,986,0,139.7228039,35.6477316
109,989,0,139.66587,35.624778000000006
110,1001,0,139.7275839,35.6865465
111,1020,0,139.7196788,35.6712644
112,1026,0,139.7486007,35.634573800000005
113,382,0,139.746688,35.637393100000004
114,1035,0,139.5810195,35.67413260000001
115,1045,0,139.7527965,35.6720056
116,1054,0,139.7559989,35.670682400000004
117,1057,0,139.62656480000004,35.627197
118,1060,0,139.6230651,35.6346155
119,1063,0,139.6192539,35.6413519
120,1067,0,139.6181176,35.64545999999999
121,1079,0,139.7144285,35.6093574
122,1082,0,139.718478,35.6191259
123,1105,0,139.64383970000003,35.60612160000001
124,1109,0,139.6312034,35.6212182
125,1123,0,139.786151,35.6766444
126,1134,0,139.7801158,35.6800057
127,1137,0,139.7759094,35.681716
128,1140,0,139.7709277,35.6836759
129,1145,0,139.7738697,35.6784452
130,1161,0,139.7815486,35.6750182
131,1204,0,139.7935293,35.6791503
132,1211,0,139.7981224,35.678326899999995
133,1215,0,139.7959224,35.679268300000004
134,1218,0,139.7954257,35.678474
135,1221,0,139.7906139,35.6765045
136,9447,0,139.7009986,35.657126600000005
137,1254,0,139.785947,35.7192618
138,1258,0,139.7893384,35.718182399999996
139,1262,0,139.7882514,35.71035560000001
140,1266,0,139.7630829,35.68536699999999
141,1271,0,139.7607274,35.6893495
142,1274,0,139.7588247,35.69029260000001
143,1276,0,139.7564129,35.6906638
144,1281,0,139.7589378,35.691604
143,1277,0,139.7563697,35.6907411
142,1275,0,139.7588427,35.6904362
145,1304,0,139.793599,35.674480800000005
146,1320,0,139.6980581,35.65289739999999
147,1324,0,139.6995148,35.65045610000001
148,1335,0,139.7867138,35.65844760000001
149,1341,0,139.7945847,35.659242299999995
150,1345,0,139.7935092,35.6602909
151,1348,0,139.7928667,35.658104
152,1351,0,139.79399,35.6552274
153,1355,0,139.7891529,35.6481364
154,1358,0,139.7452763,35.7296523
155,1361,0,139.7465464,35.7304791
156,1372,0,139.7426428,35.732131800000005
157,1373,0,139.7438699,35.7330143
158,1411,0,139.7382083,35.6829787
159,170793,0,139.7455011,35.67977429999999
160,1476,0,139.7372153,35.7345541
161,1480,0,139.7977728,35.6635876
162,1484,0,139.6992797,35.66236910000001
163,1491,0,139.6973246,35.6621911
164,1500,0,139.8271241,35.6770912
165,1514,0,139.8160149,35.68617
166,1518,0,139.814639,35.7012371
167,1521,0,139.82651100000004,35.68702650000001
168,1525,0,139.6860356,35.71352240000001
169,1531,0,139.6925092,35.72254019999999
170,1503,0,139.8274412,35.6792593
4291,64545,0,139.6389235,35.6983018
171,1554,0,139.7390773,35.67344820000001
172,1566,0,139.7638115,35.7006433
173,1574,0,139.7729368,35.6995311
174,1575,0,139.77327,35.7017241
175,1581,0,139.7712541,35.69763290000001
176,1592,0,139.7459274,35.66741160000001
177,1604,0,139.7689856,35.6861808
141,1272,0,139.7608242,35.6894857
178,1613,0,139.771326,35.69966899999999
179,1617,0,139.7452459,35.688132499999995
115,1621,0,139.7528934,35.6719659
180,73114,0,139.76131640000003,35.68574029999999
181,1635,0,139.7453255,35.663177
182,1639,0,139.7432968,35.660744099999995
183,1646,0,139.7445161,35.6479994
181,1636,0,139.74524,35.6632456
182,1640,0,139.7431516,35.66077580000001
184,1653,0,139.7411004,35.6478657
185,1656,0,139.7399256,35.6464828
186,1663,0,139.7387321,35.6452628
187,1676,0,139.7122513,35.64620850000001
188,1681,0,139.7100572,35.648264899999994
189,1686,0,139.7074963,35.64619780000001
190,1690,0,139.7053121,35.646328200000006
191,1693,0,139.7342346,35.6429265
192,1696,0,139.7321039,35.6689522
193,1701,0,139.7363616,35.672232799999996
194,1703,0,139.7372026,35.67280920000001
195,1709,0,139.7329962,35.6681576
191,1694,0,139.7340686,35.6429382
196,1729,0,139.7218601,35.625585799999996
196,1730,0,139.7220171,35.625523900000005
197,1738,0,139.7007756,35.64284420000001
198,1744,0,139.7256348,35.67333419999999
