Time,SimulationTime,AgentID,Mode,StayTime(min),DUtility,ONodeID,DNodeID,O_Lon,O_Lat,D_Lon,D_Lat,Purpose,LastTrip
1602145201000,30001,601,3,0,0,81927,132492,139.82176210,35.70538810,139.82716210,35.70390400,0,1
1602145201000,30001,602,3,0,0,65247,37487,139.82040850,35.69018310,139.82413030,35.68925160,0,1
1602145201000,30001,603,3,0,0,125306,78213,139.81910070,35.69768790,139.82491000,35.69746420,0,1
1602145201000,30001,604,3,0,0,57798,57754,139.83871500,35.69730880,139.83937140,35.69633730,0,1
1602145201000,30001,605,3,0,0,65575,90675,139.84434570,35.69070250,139.84207380,35.69011130,0,1
1602145201000,30001,606,3,0,0,69261,69288,139.82524420,35.67223350,139.82825920,35.67023920,0,1
1602145201000,30001,607,3,0,0,35899,133231,139.84316760,35.67146010,139.83921570,35.67395350,0,1
1602145201000,30001,608,3,0,0,81128,112341,139.83378370,35.69905360,139.83653620,35.69985920,0,1
1602145201000,30001,609,3,0,0,11454,78213,139.81980020,35.69633150,139.82491000,35.69746420,0,1
1602145201000,30001,610,3,0,0,136204,161154,139.83914790,35.67809380,139.83969820,35.67882370,0,1
1602145201000,30001,611,3,0,0,118887,161154,139.83599100,35.67969520,139.83969820,35.67882370,0,1
1602145201000,30001,612,3,0,0,81003,78213,139.82412190,35.69567140,139.82491000,35.69746420,0,1
1602145201000,30001,613,3,0,0,81145,81193,139.82761200,35.69406870,139.83066070,35.69566760,0,1
1602145201000,30001,614,3,0,0,65233,37487,139.82314060,35.69181560,139.82413030,35.68925160,0,1
1602145201000,30001,615,3,0,0,112032,133231,139.84174130,35.67387820,139.83921570,35.67395350,0,1
1602145201000,30001,617,3,0,0,81116,57792,139.83506310,35.69560790,139.83606760,35.69655300,0,1
1602145201000,30001,618,3,0,0,81087,81169,139.84344600,35.69832950,139.84120770,35.69899220,0,1
1602145201000,30001,619,3,0,0,81015,81193,139.83129580,35.69687000,139.83066070,35.69566760,0,1
1602145201000,30001,620,3,0,0,4085,133231,139.84089630,35.67190740,139.83921570,35.67395350,0,1
1602145201000,30001,621,3,0,0,158773,69169,139.82477280,35.67804330,139.82863800,35.67688960,0,1
1602145201000,30001,622,3,0,0,78264,78213,139.82215700,35.69727690,139.82491000,35.69746420,0,1
1602145201000,30001,623,3,0,0,81018,81193,139.82983690,35.69416930,139.83066070,35.69566760,0,1
1602145201000,30001,624,3,0,0,52654,81169,139.84141100,35.70406010,139.84120770,35.69899220,0,1
1602145201000,30001,625,3,0,0,90460,69169,139.82019170,35.67942220,139.82863800,35.67688960,0,1
1602145201000,30001,627,3,0,0,33664,55505,139.83800060,35.66609260,139.83882260,35.66771720,0,1
1602145201000,30001,628,3,0,0,52986,50185,139.83350140,35.70052950,139.83201000,35.70211090,0,1
1602145201000,30001,629,3,0,0,52633,132492,139.82875120,35.70578030,139.82716210,35.70390400,0,1
1602145201000,30001,630,3,0,0,50479,132492,139.82725550,35.70447140,139.82716210,35.70390400,0,1
1602145201000,30001,631,3,0,0,57768,57792,139.83663080,35.69499190,139.83606760,35.69655300,0,1
1602145201000,30001,632,3,0,0,133220,55506,139.84091820,35.66794350,139.83981220,35.66758870,0,1
1602145201000,30001,633,3,0,0,112042,55506,139.84107830,35.67032000,139.83981220,35.66758870,0,1
1602145201000,30001,634,3,0,0,91819,91825,139.83357050,35.69375440,139.83178570,35.69208850,0,1
1602145201000,30001,635,3,0,0,155311,69299,139.84267970,35.68529990,139.84136270,35.68610730,0,1
1602145201000,30001,636,3,0,0,50552,81169,139.84454610,35.70387590,139.84120770,35.69899220,0,1
1602145201000,30001,637,3,0,0,1539,69169,139.82766160,35.67929870,139.82863800,35.67688960,0,1
1602145201000,30001,638,3,0,0,161133,112339,139.84309660,35.68699660,139.84399520,35.68777280,0,1
1602145201000,30001,639,3,0,0,53468,53440,139.82707950,35.70074800,139.82874070,35.70023100,0,1
1602145201000,30001,640,3,0,0,161129,112339,139.84310160,35.68773950,139.84399520,35.68777280,0,1
1602145201000,30001,641,3,0,0,172826,50185,139.83463560,35.70308020,139.83201000,35.70211090,0,1
1602145201000,30001,642,3,0,0,81161,57792,139.83464440,35.69589530,139.83606760,35.69655300,0,1
1602145201000,30001,644,3,0,0,81918,132492,139.81930270,35.70667040,139.82716210,35.70390400,0,1
1602145201000,30001,645,3,0,0,90678,90675,139.84356790,35.68971180,139.84207380,35.69011130,0,1
1602145201000,30001,647,3,0,0,136207,161154,139.83798070,35.67835720,139.83969820,35.67882370,0,1
